artist,genre,title,album,year,lyrics,Amazement,Calmness,Joyful activation,Nostalgia,Power,Sadness,Solemnity,Tenderness,Tension
Dolly Parton,Country,Rockin’ Years,Eagle When She Flies,1991.0,"I'll do everything I can to make you proud to be my man. And I'll fulfill all your fantasies. I guess we're promising a lot, but for now it's all we've got. And I'll stand by you through our rocking years. Rocking chairs, rocking babies, rock-a-bye, rock of ages. Side by side we'll be together always. And if you'll hold me tight when you love me. That's all I'll ask of you. I'll be your friend, I'll be your lover. Until the end, there'll be no other. And my heart has only room for one. Yes, I'll always love you. And I'll always be here for you. Side by side, we'll be together always. And yes I'll always love you. And I'll stand by you through our rocking years, yes I'll be here. And I'll stand by you, through our rocking years. Through our rocking years.",1,0,1,0,1,0,1,1,0
The Charlatans,Rock,The Only One I Know,Some Friendly,1990.0,"The only one I know. Has come to take me away. Is mine when she stitches me. The only one I see. Has found an aching in me. Has turned her tongue into me. Everyone has been burned before. Everybody knows the pain. Never cries, never opens her eyes. Wide awake and then she's away. Is mine when she walks down our street. Has carved her way into me.",0,0,0,0,0,1,0,1,0
Radiohead,Rock,Decks Dark,A Moon Shaped Pool,2016.0,"Then into your life, there comes a darkness. There's a spacecraft blocking out the sky. And there's nowhere to hide. You run to the back and you cover your ears. But it's the loudest sound you've ever heard. And all we trapped rag doll cloth people. We are helpless to resist. Into our darkest hour. But it was just a laugh, just a laugh. Just a laugh, just a laugh. Even at this angle. And so we crumble. A ten ton head, made of wet sand. Oh, this dread circumference. You've gotta be kidding me. The grass grows over me. Your face in the glass, in the glass. It was just a laugh, just a laugh. It's whatever you say it is. In split infinity. And a spacecraft blocking out the sky. Into your darkest hour. When you've had enough of me. Sweet darling. Sweet times.",0,0,0,0,0,1,0,1,1
Placebo,Rock,Special Needs,Sleeping With Ghosts,,"Remember me when you're the one who's silver screened. Remember me when you're the one you always dreamed. Remember me whenever noses start to bleed. Remember me, special needs. Just 19, a sucker's dream. I guess I thought you had the flavor. Just 19, a dream obscene. With six months off for bad behavior. Remember me when you clinch your movie deal. And think of me stuck in my chair that has four wheels. Remember me through flash photography and screams. Remember me, special dreams. Remember me.",0,0,0,1,0,1,0,1,1
The Smiths,Rock,Panic,The World Won’t Listen,1986.0,"Panic on the streets of London. Panic on the streets of Birmingham. I wonder to myself. Could life ever be sane again? The Leeds side-streets that you slip down. Hopes may rise on the Grasmere. But Honey Pie, you're not safe here. So you run down to the safety of the town. But there's panic on the streets of Carlisle. Dublin, Dundee, Humberside. Burn down the disco. Hang the blessed DJ. Because the music that they constantly play. It says nothing to me about my life. Because the music they constantly play. On the Leeds side-streets that you slip down. Provincial towns you jog 'round. Hang the DJ, hang the DJ, hang the DJ. Hang the DJ, hang the DJ.",0,0,0,0,1,1,0,0,1
The Kinks,Rock,Shangri-La,Arthur (or the Decline and Fall of the British Empire),1969.0,"Now that you've found your paradise. This is your kingdom to command. You can go outside and polish your car. Or sit by the fire in your Shangri-La. Here's your reward for working so hard. Gone are the lavat'ries in the back yard. Gone are the days when you dreamed of that car. You just want to sit in your Shangri-La. Put on your slippers and sit by the fire. You've reached your top, and you just can't get any higher. You're in your place, and you know where you are. In your Shangri-La. Sit back in your old rocking-chair. You need not worry, you need not care. You can't go anywhere!. Shangri-La-a-a-a-a!. Shangri-La-a-a-a-a-a-a-a-a-a-a!. The little man who gets the train. Got a mortgage hangin' over his head. But he's too scared to complain. Cause he's conditioned that way. Time goes by, and he pays off his debt. Got a T.V. set and a radio. For seven shillings a week. And all the houses in the street have got a name. Cause all the houses in the street, they look the same. Same chimney puff, same little car, same window panes. The neighbors call to tell you things that you should know. They say their lines, they drink their tea, and then they go. They tell your business in another Shangri-La. The gas bills and the water rates, the payments on the car. Too scared to think about how insecure you are. Life ain't so happy in your little Shangri-La!. Oh, Shangri-La, Shangri-La. La-la-la-la-la-la-la-la-la. La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la. La-la-la-la-la-la-la-la-la-la-la-la-a-a-a-a-a-a-a-a-a.",1,1,0,0,0,0,1,1,0
Coolio,Hip-Hop,Rollin’ With My Homies,Clueless (Original Motion Picture Soundtrack),,"Saturday morning, take the train for a ride. The sun is up, I got my homies by my side. Rollin' down the street with my sixteen speakers. Hittin' corners on the beach, daddy dippin'. I hang a light at the right, ready to have fun. Then I bust a left for the 121. Pull it into park and lay it on the grass. I roll back the ride, so I can see some ass. Clock one sista, fifteens in the rear. Bump a forty, leaves me gawkin' here. I hits 'em up for the circle, that's how I'm livin'. Crowbars in the house and gat is on a mission. You can be Blood, or you can see Crippin' fool. But I ain't trippin'. My homie Snoop kicks the gin and juice and that's alright. But a-Coolio with the flow seems to yak all night. Rollin' with my homies (sippin' we yak all night, yeah). Sippin' on yak all night (I got us on the way in the CPT, and it's alright). Yak all night. Rollin' with my homies (sippin' yak all night, yeah). Pumpin' up the keg and roll it in a paper. It's like a match, you light it up and pass it to your neighbour. Night time is the right time... a-DYNAMITE!!. We're gonna have a good time. I jump back in the wagon, lock up the ass. Pop in the tape and a match. West when I fly I take the exit on Crenshaw. And guess what I saw. Two fools at the light, they stared me up. But I just look 'em in the eye and I say, ""Wassup?"". And even though I really don't want no trouble. I got thirty-one replies to bust your bubble. I don't really wanna hurt nobody. So I keeps on rollin' on my way to the party. I just wanna kick it, yeah, that's the ticket. Pass me the cup so we can get twisted. I'm rollin with my homies, yeah. 'Said we'd yak all night, yeah yeah. I roll up to the party and I'm straight old bent. And 'catchin' me a freak was my intent. There's a whole pack o' rats' ass standin' in the front. So I drops the ass and let the sistas bump. Here comes one now, she's on the tip. She says she likes the way my woofers kick. But I don't fall in love with every girl I see. So I pass up two and go straight to three. She got a ass like the back of a bus, cuz. And that's why I say ""In Crips We Trust"". I let her hit my twenty, got straight to the point. Wassup? Do you wanna kick it or what? I ain't got time to be frontin', I ain't talkin' 'bout nuttin' Just a little sumpin' sumpin'. If you're fine and you won't front. I don't wanna be your man, but I'll hook you up. Yes I'm rollin' rollin' rollin'. Yes I'm rollin' with my homies. Rollin' with my homies... ooohhh..",0,0,1,0,0,0,0,0,1
David Bowie,Rock,Girl Loves Me,★ (Blackstar),2016.0,"Cheena so sound, so titi up this malchick, say. Party up moodge, nanti vellocet round on Tuesday. Real bad dizzy snatch making all the omies mad - Thursday. Popo blind to the polly in the hole by Friday. Where the fuck did Monday go? I'm cold to this pig and pug show. I'm sittin' in the chestnut tree. Who the fuck's gonna mess with me? Girl loves me. (Hey, cheena). (Go, go, go, go, go, go, go). (Go, go, go, go, go, go, go, go). (Go, go, go, go, go, go, go, go, go). You viddy at the cheena. Choodesny with the red rot. Libbilubbing litso-fitso. Devotchka watch her garbles. Spatchko at the rozz-shop. Split a ded from his deng deng. Viddy viddy at the cheena.",0,0,0,0,0,0,0,1,1
Tim McGraw,Country,Neon Church,TM18,2018.0,"I need Jesus or I need whiskey. Whatever works best to get me through. Gettin' over you. A little Friday night hallelujah. A congregation of backsliders just like me. Yeah, what I need. Is a neon church. With a jukebox choir. Full of honky tonk angels. With their wings on fire. Straight pourin' out that Johnnie Walker healin'. I got a feelin'. I need a neon church. Baptize me in that barroom smoke. Bartender, preach to me 'til my heart ain't broke no more. Ain't that what this place is for? I tried bended knee, hands-up prayin'. But damn did that hurt, don't just keep hangin' around. What I need right now. Just a-sippin' down that unholy water. Save that hurt-like-hell for tomorrow. I'll stay here all night. In a neon church. With the party crowd. Where the good times roll. And the music's loud. Instead of home starin' holes in the ceiling. I got a feeling.",0,0,1,0,0,1,0,0,0
Placebo,Rock,Twenty Years,Once More With Feeling,2004.0,"There are twenty years to go. And twenty ways to know. Who will wear. Who will wear the hat. The best of all I hope. Enjoy the ride. The medicine show. And thems the breaks for we designer fakes. We need to concentrate on more than meets the eye. The faithful and the low. The best of starts, the broken heart. The stone. The punch-drunk and the blow. The worst of starts, the mercy part. The phone. But it's you I take, cause you're the truth, not I. A golden age I know. But all will pass, we'll end too fast. You know. And many friends I hope. Though some may hold the rose, some hold the rope. And that's the end, and that's the start of it. That's the whole, and that's the part of it. That's the high, and that's the heart of it. That's the long, and that's the short of it. That's the best, and that's the test in it. That's the doubt, the doubt the trust in it. That's the sight, and that's the sound of it. That's the gift, and that's the trick in it. You're the truth, not I (X8).",0,1,0,1,0,1,1,0,0
The Church,Rock,To Be In Your Eyes,The Blurred Crusade,,"Night-time is so lonely. When you hear a sound. But it's only an empty heart. Beating on through the night. A sad sad drum. And I'm lying here listening. And the raindrops are all glistening. In my dreams. And it seems. That the sun never comes. And I want my sad reflection. To go drifting through the skies. To be in your eyes. And I'm waking to this aching. And it's breaking me in two. All the space. All the waste. All the distance between me and you. And the people with their voices. Random choices will they ever learn. To really see. Really be on fire when their spirit burns. I want the person inside me. To be someone I'd recognize. If he was in your eyes. So I'm waiting, contemplating. Relocating a faded image in my thoughts. But the memories are like clouds. Try so hard. But they never can be caught. But I'm trying, yes I'm trying. But I'm only lying in the dark. So alone. On my own. No one home. And if love was worth a fortune. Then I'd need a rise. I want these words to be the things. I hoped you'd realized.",0,0,0,1,0,1,0,0,0
Wu-Tang Clan,Hip-Hop,Impossible,Wu-Tang Forever,1997.0,"Yo, check check it. You can never defeat. Yo, check the method of this shit right here one time. The Gods. Sparking your braincells to the upmost. Impossible. Unlimited epidemics being spreaded. You know, we try and add on for y'all niggas. Yo, yo. Fusion of the five elements, to search for the higher intelligence. Women walk around celibate, livin' irrelevant. The most benevolent king, communicatin' through your dreams. Mental pictures been painted, Allah's heard and seen. Everywhere, throughout your surrounding atmosphere. Troposphere, thermosphere, stratosphere. Can you imagine from one single idea, everything appeared here. Understanding makes my truth, crystal clear. Innocent black immigrants locked in housing tenements. Eighty-Five percent tenants depended welfare recipients. Stapleton's been stamped as a concentration camp. At night I walk through, third eye as bright as a street lamp. Electric microbes, robotic probes. Taking telescope pictures of globe, babies getting pierced with microchips. Stuffed inside their earlobes, then examinated. Blood contaminated, vaccinated, lives fabricated. Exaggerated authorization, Food and Drug Administration. Testing poison in prison population. My occupation to stop the inauguration of Satan. Some claim that it was Reagan, so I come to slay men. Like Bartholomew, 'cause every particle is physical article. Was diabolical to the last visible molecule. A spaceknight like Rom, consume planets like Unicron. Blasting photon bombs from the arm like Galvatron. United Nations, gun bias style patient. Formulating rap plural a capella occupation. Conquer land like Napoleon, military bomb fest. We want sanitary food, planetary conquest. Thug peoples on some hardco' body shit. Get your shit together 'fore the fuck Illuminati hit. Dreams is free and escape is sleep. For a fool peep jewels, keep tools for tough time. The rule of rough mind, elevate, stay behind. The sun gotta shine, keep on, cremate. The whole Babylon, times up, move on. Kings on your pawn, checkmate, no fakes. Supposed through the gate, case closed. Things get froze, when it comes time, chosen ones. Will holding guns, we take flight with no fright. And attack, never fear cause our words is clear. What's been done can't be undone Son, we can't care. Cause the last days and times are surely here. Snakes and flakes get blown, by the righteous ones. Divine minds bind, we unified as one. Half of black folk, we half broke, smoke a bowl of weed shit. Our everlasting essence stay flying over Egypt. For you to defeat, the Gods. Impossible, you can never defeat. The gods. Call an ambulance, Jamie been shot, word to Kimmy. Don't go son, nigga you my motherfucking heart. Stay still son, don't move, just think about Keeba. She'll be three in January, your young God needs ya. The ambulance is taking too long. Everybody get the fuck back, excuse me bitch, gimme your jack. One, seven one eight, nine one one, low battery, damn. Blood comin out his mouth, he bleedin badly. Nahhh Jamie, don't start that shit. Keep your head up, if you escape hell we gettin fucked up. When we was eight, we went to Bat Day to see the Yanks. In Sixty-Nine, his father and mines, they robbed banks. He pointed to the charm on his neck. With his last bit of energy left, told me rock it with respect. I opened it, seen the God holdin his kids. Photogenic, tears just burst out my wig. Plus he dropped one, oh shit, here come his Old Earth. With no shoes on, screamin holdin her breasts with a gown on. She fell and then lightly touched his jaw, kissed him. Rubbed his hair, turned around the ambulance was there. Plus the blue coats, Officer Lough, took it as a joke. Weeks ago he strip-searched the God and gave him back his coke. Bitches yellin, Beenie Man swung on Helen. In the back of a cop car, Dirty Tasha are tellin. But suddenly a chill came through it was weird. Felt like my man, was cast out my heaven now we share. Laid on the stretcher, blood on his Wally's like ketchup. Deep like the Paul assassination with a sketch of it. It can't be, from Yoo-hoo to Lee's. Second grade humped the teachers, about to leave. Finally this closed chapter, comes to an end. He was announced, pronounced dead, y'all, at twelve ten. Now what my man is trying to tell y'all. Is that across the whole globe. The murder rates is increasin, and we decreasing. So at the same time, when you play with guns. When you play with guns, son. That causes the conflict of you going against your own. You hear me, so let's pay attention. Straight up and down, cause this is only a story. From the real.",0,0,0,0,1,1,1,0,1
Manic Street Preachers,Rock,Of Walking Abortion,The Holy Bible,1994.0,"I knew that someday I was gonna die. And I knew before I died. Two things would happen to me. That number one, I would regret my entire life. And number two, I would want to live my life over again. Life is lead weights, pendulum died. Pure or lost, spectator or crucified. Recognised truth acedia's blackest hole. Junkies, winos, whores; the nation's moral suicide. Loser, liar. Fake or phoney? No one cares. Everyone is guilty. Fucked up, don't know why, you poor little boy. We are all of walking abortions. Shalom shalom we all love our children. We all are of walking abortions. Shalom shalom there are no horizons. Mussolini hangs from a butcher's hook. Hitler reprised in the worm of your soul. Horthy's corpse screened to a million. Tiso revived, the horror of a bullfight. Fragments of uniforms, open black ruins. A moral conscience - you've no wounds to show. So wash your car in your 'X' baseball shoes. Little people in little houses. Like maggots small blind and worthless. The massacred innocent blood stains us all. Who's responsible - you fucking are. Who's responsible.",0,0,0,0,0,1,1,0,1
Shaggy,Reggae,It Wasn’t Me,Hot Shot,2000.0,"Yo, man. Yo. Open up, man. Yeah, what do you want, man? My girl just caught me. You let her catch you? I don't know how all of this happened. With who? The girl next door, ya know? Man, I don't know what to do. Say it wasn't you. Alright. Honey came in and she caught me red-handed. Creepin' with the girl next door. Picture this, we were both butt naked. Bangin' on the bathroom floor. How could I forget that I had. Given her an extra key? All this time she was standing there. She never took her eyes off me. How ya fi give ya woman access to your villa? Trespass and a witness all the hackling on the pillow. You better watch your back before she turn into a killer. Best review the situation that you caught up inna. To be a true player you've to know how to play. If she say, ""a night"", convince her, say, ""a day"". Never admit to a word what she say. And if she claim a yuh, tell her, ""Baby, no way!"". But she caught me on the counter (Wasn't me). Saw me bangin' on the sofa (Wasn't me). I even had her in the shower (Wasn't me). She even caught me on camera (Wasn't me). She saw the marks on my shoulder (Wasn't me). Heard the words that I told her (Wasn't me). Heard the screams getting louder (Wasn't me). She stayed until it was over. I had tried to keep her from what. She was about to see. Why should she believe me. When I told her it wasn't me? Makes you know say that she really no right for vex. A never you she see yah make the gigolo flex. A smaddy else a favor you inna di complex. Seein' is believin', so you better change your specs. You know she a go bring a whole heap a things up from the past. All the little evident, you betta know fe mask. Quick 'pon yuh hansa, know how fe talk. But if she pack a gun, you know, you betta run fast. Saw me banging on the sofa (Wasn't me). Wanna tell her that I'm sorry. For the pain that I've caused. I've been listenin' to your reason. It makes no sense at all. People tell her that I'm sorry. You may think that you're a player. But you're completely lost. That's why I sing.",0,0,0,0,0,0,0,1,1
Dolly Parton,Country,Eagle When She Flies,Eagle When She Flies,1991.0,"She's been there, God knows, she's been there. She has seen and done it all. She's a woman. She knows how to dish it out or take it all. Her heart's as soft as feathers. Still she weathers stormy skies. And she's a sparrow when she's broken. But she's an eagle when she flies. A kaleidoscope of colors. You can toss her round and round. You can keep her in your vision. But you'll never keep her down. She's a lover, she's a mother. She's a friend and she's a wife. Gentle as the sweet magnolia. Strong as steel, her faith and pride. She's an everlasting shoulder. She's the leaning post of life. She hurts deep and when she weeps. She's just as fragile as a child. She's a sparrow when she's broken. Oh, bless her, Lord. She's an eagle when she flies.",1,1,0,1,1,0,1,1,0
Pearl Jam,Rock,Once,Ten,1991.0,"I admit it, what's to say? I'll relive it without pain. Hm, back-street lover on the side of the road. I gotta bomb in my temple that is gonna explode. I got a sixteen gauge buried under my clothes, I play. Once upon a time I could control myself. Once upon a time I could lose myself, yeah. Oh, try and mimic, what's insane. I am in it, where do I stand? Hm, Indian summer and I hate the heat. I got a back street lover on the passenger seat. I got my hand in my pocket, so determined, discreet, I pray. You think I got my eyes closed. I've been looking at you the whole fucking time. Once upon a time I could love myself, yeah. Once upon a time I could love you, yeah, yeah. Once! Yeah. Yeah, yeah!. Yeah, yeah, yeah, yeah, yeah!.",0,0,0,1,0,1,0,0,1
Post Malone,Hip-Hop,Goodbyes,Hollywood’s Bleeding,2019.0,"Me and Kurt feel the same, too much pleasure is pain. My girl spites me in vain, all I do is complain. She needs something to change, need to take off the e-e-edge. So fuck it all tonight. And don't tell me to shut up. When you know you talk too much. But you don't got shit to say (Say). I want you out of my head. I want you out of my bedroom tonight (Bedroom). There's no way I could save you (Save you). 'Cause I need to be saved too. I'm no good at goodbyes. We're both actin' insane, but too stubborn to change. Now I'm drinkin' again, 80 proof in my veins. And my fingertips stained, looking over the e-e-edge. Don't fuck with me tonight. Say you needed this heart, then you got it (Got it). Turns out that it wasn't what you wanted (Wanted). And we wouldn't let go and we lost it. Now I'm a goner. I want you out of my head (Head). 'Cause I need to be saved too (Saved too). I want you out of my life. I want you back here tonight. I'm tryna cut you, no knife. I wanna slice you and dice you. My argue possessive, it got you precise. Can you not turn off the TV? I'm watchin' the fight. I flood the garage, blue diamond, no shark. You're Barbie life doll, it's Nicki Minaj. You don't need a key to drive, your car on the charger. I just wanna see the side, the one that's unbothered (Yeah). And I don't want ya to never go outside (Outside). I promise if they play, my niggas slidin' (Slidin'). I'm fuckin' her, and the tour bus still ridin' (Ridin'). Yeah, yeah, yeah, yeah, yeah. Goodbye, goodbye, goodbye (Bye, bye). (Yeah, yeah, yeah, yeah, yeah). Goodbye, goodbye, goodbye (Bye, bye, bye).",0,0,0,1,1,1,0,0,1
Rita Marley,Reggae,That’s The Way,Who Feels It Knows It,1980.0,"That's the way. Jah Jah planned it yeah. And that's the way. Jah Jah planned it now. 'Cause that's the way Jah Jah planned it yeah. And that's the way Jah Jah planned it now. My life was met with changes. About the things going very bad. Jah guiding hand on me. And showed me what I had. He led me into music. 'Cause that is what he planned. I will use my voice to serve Him. I'm a daughter of Zion... And that's the way. That's the way Jah Jah planned it yeah. Jah Jah made the land and waters. He made the moon and stars. Man thinks he can make it better. But now he's gone a bit too far. You're building automatic weapons. And razing building stone. But Jah Jah is the Master. And He knows when they'll fall. They must fall yeah. Jah Jah give I sweet inspiration. That's why I can go through this duration. He's my life He's my health. He's my every every everything everything I need. That's the way that's the way, that's the way that's the way. Jah Jah planned it Jah Jah planned it. That's the way, that's the way. The only way, that's the way.",0,1,1,0,1,0,1,1,0
Reba McEntire,Country,Back to God,Sing It Now: Songs of Faith & Hope,2017.0,"Oh, have you looked around. Have you heard the sound. Of Mama's crying. Or do you turn away. When you see the face. Of the innocent dying. In these darkest days. Are you not afraid? That it's too late. You gotta get down on your knees. Believe, fold your hands, and beg and plead. Gotta keep on praying. You gotta cry, rain, tears of pain. Pound the floor, and scream His name. 'Cause we're still worth saving. Can't go on like this, and live like this. We can't love like this. We gotta give this world. Back to God. Have you lost a love? Do you feel like giving up? Has your heart been broken? Are your kids okay? Will they come home safe? Do you lie there hoping? You can make a wish. You can knock on wood. Ohh, it won't do no good. Keep on! praying. You can hope the best. Make a wish. The only answer is. We give this world back to God. Ohh, give it back .",0,0,0,0,0,1,1,0,1
Garth Brooks,Country,The River,Ropin’ the Wind,1992.0,"You know a dream is like a river. Ever changin' as it flows. And a dreamer's just a vessel. That must follow where it goes. Trying to learn from what's behind you. And never knowing what's in store. Makes each day a constant battle. Just to stay between the shores. And I will sail my vessel. 'Til the river runs dry. Like a bird upon the wind. These waters are my sky. I'll never reach my destination. If I never try. So, I will sail my vessel. Too many times we stand aside. And let the waters slip away. Till what we put off till tomorrow. Has now become today. So don't you sit upon the shoreline. And say you're satisfied. Choose to chance the rapids. And dare to dance the tide. Yes, I will sail my vessel. And there's bound to be rough waters. And I know I'll take some falls. But with the good Lord as my captain. I can make it through them all.",0,1,0,0,1,0,1,0,0
50 Cent,Hip-Hop,Ghetto Qu’ran (Forgive Me),Power of the Dollar,,"Uh huh, uh huh, uh huh. Southside, what y'all niggas know about the dirty South? One time. Lord forgive me, for I've sinned. Over and over again just to stay on top. I recall memories, filled with sin. Over and over again. And again and again and again. When you hear talk of the Southside, you hear talk of the Team. See, niggas feared Prince and respected Preme. For all you slow motherfuckers, I'ma break it down iller. See, Preme was the business man and Prince was the killer. Remember, he used to push the bulletproof BM, uh huh. His hair'll get you seasick, I sat back and peeped shit. The roll with E-Z Wider and they ain't get blunted. Had the whole projects working for 50 on 500. As a youth, all I ever did was sell crack. I used to idolize Cat. Hurt me in my heart to hear that nigga snitched on Pap. How he go out like that? Rumors in the hood was Just was snitching. I ain't believe that, pa, he helped me cop my first GSXR. Had the 4-runner, the Z, the 5 and the 3. Used to drive his truck through the hood dragging jet skis. From Gerald Wallace to Baby Wise, don't be surprised. Of how freely I throw out names of guys who dealt with pies. Like LA and Wise, L got shot in the neck, then told his connect. Them niggas who shot them got 'em for ten bricks. Fucking Dominicans, turned around and gave 'em more bricks. That first verse is just a dose of the shit that I'm on. Consider this the first chapter in the ghetto's Qu'ran. I know a lot of niggas that get dough like Bimmy and Joe. And Prince and Righteous from Hillside with the mole on his nose. Throughout my struggles in the hood, I started learning. Life's a bitch with a pretty face, but she burning. Man I'm a get cheese like Chaz then run through whips like Cigar. Gamble all the time like country-curly head Prince and Tah-Tah. Po-po under pressure too, they know what they facing. Go against crews like Bebo and killers like Pappy Mason. A lot of niggas I know been corrupted since birth. Enticed to rob nuns for fun, for everything they worth. I know some cats that held down whole complexes like Corley Wall. Together niggas stand and divided they fall. Round here, shook niggas they keep it in motion. Come around here with your Rollie, you can get robbed like Ocean. Lord knows, Tommy had Laurelton sold. Helicopters, Rolls Royces with Louis Vuitton interior. Might sound like I'm fantasizing, but son I'm dead serious. Montana was no dummy, brought business to wash the money. Had money out the ass, he politic like the Asian. Feds couldn't catch him dirty, so settled for tax evasion. Rest in peace to Rich and Ron, money what they was about, yo. The twins was from Queens but got crazy cream with Alpo. Throughout my time I heard tales of Himey, Frenchy. Jamaican Pauly, Duckie Corley. Ronnie Bumps and Chick... shit. A lot a niggas flow the way I flow. But ain't been in the game all their life so don't know who I know. Writing rhymes is the best way I express how I feel. If I ain't rich by twenty-six, I'll be dead or in jail. Coming up I heard sipping too much booze'll leave you confused. And if you watch the news you see players in this game that lose. I'm forgetting Lefty and Jazz, Pretty Tony and Lance. Head Lou, Mel son, Troy and E Money Bags. In a conversation over shrimp and lobster. At Benihana's, heard Chico stopped boxing, and started robbing diners. Shout out to Clarence and Clutch, Bob Dre, Black Will. If the flow don't kill you the MAC will.",0,1,0,1,1,1,0,0,1
Merle Haggard,Country,Rainbow Stew,20th Century Masters - The Millennium Collection: The Best of Merle Haggard,1981.0,There's a big brown cloud in the city. And the countryside's a sin. And the price of life is to high to give up. Got to come down again. When the world wide war is over and done. And the dream of peace comes true. We'll all be drinking that free bubble up. And eating that rainbow stew. When they find out how to burn water. And the gasoline car is gone. When an airplane flies without any fuel. And sunlight heats our home. One of these days when the air clears up. And the sun come shining through. Eating rainbow stew with a silver spoon. Underneath that sky of blue. You don't have to get high to be happy. Just think about what's in store. When people start doing what they oughta to be doing. They won't be booing no more. When a president goes through the white house doors. And does what he says he'll do.,1,1,0,1,0,0,1,0,0
Tarrus Riley,Reggae,Good Girl Gone Bad,Contagious,2009.0,"Black side Russian (Ganja!). Head concussion. *(Yo Tarrus)*. Well, who cyan hear dem a go feel mi seh? When you finga mash no badda cry mi seh. Alright den. Dem big inna body and will tell yuh dem ready. Mi nuh need no glass fi see dem force ripe. And thru' bad company some likkle pickney. Nah tek, no talk, a straight road, a street life. Mama likkle princess gone bad. Daddy's likkle angel bruk out. Mama likkle pearl, tell mi. Seh she ready fi di world, walkin' out. Just anodda good girl gone bad. Once she was a good girl but now she gone bad. Story of a good girl gone bad. And she don't know what she have, drivin' the family mad. Good girl gone bad. She go suh hard, who she impressin'? The shortest clothes dem she always dress in. She loves to drink, she's into smokin'. And ecstasy, she's already floatin'. Mi seh a whole heap a man dem gyal yah back it up pon. From inna di church, di school bus, di taxi or minivan. And if you follow dem gyal yah, dem mek you bawl. Fi yuh madda from behind the prison bars. Worse if yuh a star nuh gi dem no par. Mama likkle angel gone bad. Daddy's likkle princess bruk out. Mama likkle pearl, a tell mi seh she ready fi di worl. Wha tek dis likkle girl? Story of a good good girl gone bad. Who cyan hear dem a go feel mi seh. *When you finga mash no badda cry mi seh*. *And when you finga mash no badda cry mi seh*. Aright den. Well, dem big inna body and will tell yuh dem ready. *Tarrus and thru bad company some likkle pickney. Nah tek, no talk, a straight road, a street light*. Watch yah, mama likkle princess gone bad. *And mi seh daddy's likkle angel bruk out now*. Mama likkle pearl, tell mi seh she ready fi di world. Walkin out. She was a good girl gone bad. Dis likkle good good good good girl gone bad. And now she don't know what she have, drivin' the family mad. Who can hear dem a go feel mi seh. When you finga mash no badda cry mi seh, hey. And when you finga mash no badda cry mi seh.",0,0,0,1,1,1,0,0,0
Luke Bryan,Country,What Makes You Country,What Makes You Country,2017.0,"People talkin' 'bout what is and what ain't country. What gives 'em the right to wear a pair of beat-up boots? Is it the size of your tires and your fires, or your wild ass buddies? Well, give me a minute, let me hit you with some hometown truth. You could be a cowboy on the Texas plain. Or a plowboy waitin' on the rain. We're all a little different, but we're all the same. Everybody doin' their own thing. I got my dirt road cred when I was twelve. On a no cab tractor hauling them bales. Backing in boats, fishing limb lines. Running bird dogs through the Georgia pines. Step side cover down in peanut dust. Friday night spotlight, and that was us. It might not have been you, but I can't judge. Just be proud of what makes you country. Does it run in your blood? Did it come from your daddy and mama? Were you converted by an Alabama song on the radio? That feels so right. Did you lock eyes with a little green-eyed girl from Jackson? Tell me what got ya, I just gotta know. Me, I got my Sunday learning in a live oak church. Silver Queen corn in a backyard dirt. Waiting for the fall to finally come along. So I can grab my gun and get my outside on. Might be from a city or a little farm town. Whatever kind of square that you drove around. Do you wear it on your sleeve or keep it deep down? You know you gotta let it out. I got my dirt road cred back when I was twelve. Running bird dogs through them Georgia pines. It might not have been you, but I ain't judging. And just be proud of what makes you country. Whatever makes you country. You do your kind of country. They doing they kind of country. I do my kind of country. Whatever makes us country.",0,1,1,0,0,0,1,0,1
