artist,genre,title,album,year,lyrics,Amazement,Calmness,Joyful activation,Nostalgia,Power,Sadness,Solemnity,Tenderness,Tension
Merle Haggard,Country,The Fightin’ Side Of Me,The Fightin’ Side of Me,1970.0,"I hear people talking bad. About the way they have to live here in this country. Harping on the wars we fight. And griping 'bout the way things ought to be. And I don't mind them switching sides. And standing up for things they believe in. When they're running down our country, man. They're walking on the fighting side of me. Running down a way of life. Our fighting men have fought and died to keep. If you don't love it, leave it. Let this song that I'm singing be a warning. When you're running down our country, hoss. You're walking on the fighting side of me. I read about some squirrely guy. Who claims that he just don't believe in fighting. And I wonder just how long. The rest of us can count on being free. They love our milk and honey. But they preach about some other way of living. When you're running down our country, man.",0,0,0,0,1,0,0,0,1
Damian Marley,Reggae,Medication,Stony Hill,2017.0,"Medication - your medication makes me high. Just be patient - I'm like a patient trying to find. Levitation - Run your fingers down my spine. Elevation - your medication makes me high, yeah. Such a short way up and such a long way down. Chalice it a bubble like we deh a Ray Town. Di way yuh sup'n nuff it haffi weigh by pound. Inna fields of marijuana that is my playground. I love you Mary Jane!. You're the prettiest of flowers, girl me can't complain. When I'm with you I feel so high I rise above the rain. And you no do people damage, like that bitch cocaine, no. And leave them lonely, feeling only pain. Cause your DNA is of the highest strain. Your effect is so potent, it's so insane. You so gummy and sticky like a plasticine. When me grind out your body, only stems remain. And to love you is so risky, I might get detained. You always keep me flying on the highest plane. And anybody know, will always proclaim. Elevation - your medication makes me high, hey. Your leaves of green, your purples and blue. Has cured little kids, and old women too. And I say to myself, what a wonderful herb. Look how Babylon so duppy, dem fight you fi years. Fi your love whole heap a man serve years. Babylon so duppy, dem fight you fi years. And now the whole a dem a buy shares. You should be a celebrity, amongst any tree. Across the seven seas, for your energy. But you're an enemy, catching felonies. For the remedies in your recipes, whoa. Ask me how you feel, splendid indeed. With a likkle bit a black splendid weed. A purest grow indoors, not a stick nor seed. And she never force ripe, it was a real slow speed. No fertilizer, natural baby feed. No cross pollination, she's a real pure breed. Cultivated in love and she's not grown for greed. She's everything I want and also all I need.",1,0,1,0,1,0,0,1,0
Creed,Rock,Don’t Stop Dancing,Weathered,2002.0,"At times life is wicked. And I just can't see the light. A silver lining sometimes isn't enough. To make some wrongs seem right. Whatever life brings. I've been through everything. And now I'm on my knees again. But I know, I must go on. Although I hurt, I must be strong. Because inside, I know. That many feel this way. Children, don't stop dancing. Believe you can fly away, away. At times life's unfair. And you know it's plain to see. Hey, God, I know I'm just a dot in this world. Have You forgot about me? Am I hiding in the shadows? Forget the pain and forget the sorrows. Are we hiding in the shadows?",0,0,0,0,0,1,1,0,0
The Notorious B.I.G.,Hip-Hop,Sky’s The Limit,Life After Death,1997.0,"Baby, look at me, Mama love you. And I know you ain't no little boy no more. But you'll always be my baby. It seems like only yesterday I was holding you in my arms. Now look at you now big, but I worry about you. I worry about you all the time, hangin' out on the corner. All times at night with the cruel people. Baby, that ain't nothin' but trouble. I always taught you that you could have whatever you dream. Well, I want you to hold on to that dream, baby. Hold on to it real tight, 'cause the sky's the limit. Good evening, ladies and gentlemen. How's everybody doing tonight? I'd like to welcome to the stage. The lyrically acclaimed. I like this young man, because when he came out. He came out with the phrase. He went from ashy to classy I like that. So everybody in the house. Give a warm round of applause for The Notorious B.I.G. The Notorious B.I.G. Ladies and gentlemen, give it up for him y'all!. Uh, a nigga never been as broke as me, I like that. When I was young, I had two pair of Lees, besides that. The pin stripes and the gray. The one I wore on Mondays and Wednesdays. While niggas flirt, I'm sewing tigers on my shirts, and alligators. You want to see the inside? I see you later. Here comes the drama, oh. That's that nigga with the fake, blaow. Why you punch me in my face? Stay in your place. Play your position, here come my intuition. Go in this nigga pocket, rob him while his friends watchin'. And hoes clockin', here comes respect. His crew's your crew or they might be next. Look at their man eye, big man, they never try. So we rolled with them, stole with them. I mean loyalty, niggas bought me milks at lunch. The milks was chocolate, the cookies, butter crunch. '88 Oshkosh and blue and white dunks, pass the blunts. Sky is the limit and you know that you keep on. Just keep on pressing on. Sky is the limit and you know that you can have. What you want, be what you want. Have what you want, be what you want. I was ashamed, my crew was lame. I had enough heart for most of them. Long as I got stuff from most of them. It's on, even when I was wrong, I got my point across. They depicted me the boss, of course. My orange box-cutter make the world go round. Plus I'm fucking, bitches ain't my homegirls now. Start stacking, dabbled in crack, gun packing. Nickname Medina make the seniors tote my ninas. From gym class to Ingles pass off a global. The only nigga with a mobile, can't you see like Total. Getting larger in waists and tastes. Ain't no telling where this felon is headin', just in case. Keep a shell at the tip of your melon, clear the space. Your brain was a terrible thing to waste. '88 on gates, snatch initial name plates. Smokin' spliffs with niggas, real-life beginner killers. Praying God forgive us for being sinners, help us out. After realizin', to master enterprisin'. I ain't have to be in school by ten. I then began to encounter with my counterparts. On how to burn the block apart. Break it down into sections, drugs by the selections. Some use pipes, others use injections. Syringe sold separately, Frank the Deputy. Quick to grab my Smith & Wesson like my dick was missing. To protect my position, my corner, my lair. While we out here, say the Hustlers Prayer:. ""If the game shakes me or breaks me. I hope it makes me a better man, take a better stand"". Put money in my mom's hand. Get my daughter this college plan so she don't need no man. Stay far from timid, only make moves when your heart's in it. And live the phrase ""Sky's the limit"". Motherfuckers, see you chumps on top.",0,0,0,1,1,0,1,1,0
Shaggy,Reggae,Strength of a Woman,Lucky Day,,"Uh, wow, uh, hm, ya, SHAGGY!. Uh, yeah. This one goes out to all my women. My strong women. Uh. So amazing how this world was made. I wonder if God is a woman. The gift of life astounds me to this day. I give it up for the woman. She's the constant wind that fills my sails. Oh, that woman. With a smile and a style. She'll protect you like a child. That's a woman. Chorus:. She'll put a smile upon your face. And take you to that higher place. So don't you underestimate. The strength of a woman. Woke up this morning. Got up with the scent of a woman. So picture if you would what life would be... ain't much good without a woman. She can nag and be a constant pain. But those hips. She's got me whipped. And it's just too hard to resist. What a woman. And take you to a higher place. Tender lips that's so so sweet. Gentle words she softly speaks. Such an angel when we meet. God bless the ground beneath her feet. She can take you on a high. Be your comfort when you cry. But if you look into her eyes you'll see.",1,0,0,0,0,0,1,1,0
Kenny Chesney,Country,You And Tequila,Hemingway’s Whiskey,2011.0,"Baby, here I am again. Kicking dust in the canyon wind. Waiting for that sun to go down. Made it up Mulholland Drive. Hell bent on getting high. High above the lights of town. Because you and tequila make me crazy. Run like poison in my blood. One more night could kill me, baby. One is one too many, one more is never enough. Thirty days and thirty nights. Been putting up a real good fight. There were times I thought you'd win. It's so easy to forget. The bitter taste the morning left. Swore I wouldn't go back there again. You and tequila make me crazy. When it comes to you. Oh, the damage I could do. It's always your favorite sins. That do you in. Never enough. You and tequila. You and tequila (make me crazy).",1,0,1,1,0,1,0,1,0
Wu-Tang Clan,Hip-Hop,Wu-Tang: 7th Chamber,Enter the Wu-Tang (36 Chambers),1993.0,"Yo, Meth, hold up, hold up. Yo, Meth, where my Killer tape at, God? First of all, where my. Where the fuck is my tape at? Yo, son, I ain't got that piece, son. How you ain't got my shit when I let you hold it, man? Yo, niggas came over to have 40s and blunts, kid. The shit just came up missin', son. Come on, man, that don't got nothin' to do with my shit, man. Come on, man, go head with that shit, man. Come on, man, I'll buy you four more fuckin' Killer tapes, man. Aiyo! Aiyo!. Open the door, man! What the fuck, man? Yo, what? What's up? Yo, yo, God, word is bond, yo. Shameek just got bust in his head two times, God!. Word to mother!. Ghostface Killah:. Word life, God. You know Shameek from fuckin' 212, God? The nigga just got bucked. Niggas in a black Land, God, word is bond. Came through, God, from out of nowhere, God. Word is bond I'm comin' to get my Culture Cipher, God. And they just word is bond. Crazy shots just went the fuck off, God. Niggas let off crazy shots, kid. The nigga layin' there like a fuckin' newborn fuckin' baby, God. Word up!. Is he dead? Is he fuckin' dead? What the fuck you mean is he fuckin' dead, God? What the fuck kind of question is that, B? Fuck you think? Easy, easy. The nigga layin' there with his fuckin'. All types of fuckin' blood comin' out of his fuckin'. (sarcastically) Is he is he is he dead? Yo, God, what's up, God? It's the God, God, word is bond. Yo, what's up? I'm ready to fuckin' lay. I'm ready to get busy, God, what's up? Yo, let's go do what we got. What's up, yo? Yo let's go do what we gotta do, man, fuck it. Yo, we out or what, man? It's the God, God, fuck that, man. You sayin' we out? They probably took the tape. What the fuck? Nigga still sweatin' the tape, man. What the fuck is you talkin' about? Get the fuck outta here!. Fuckin' corn!. Good Morning Vietnam!. Yeah, good morning. To all you motherfuckin' knotty-headed niggas. Yo, to the camouflage large niggas. Bitch, where the fuck is my bottle? Bring that fuckin' meth in here!. Yo yo yo yo. Now we gonna drink some good Night train. Champion gear that I rock, you get your boots knocked. Then attack you like a pit, then lock shit down. As I come and freaks the sound. Hardcore, but givin' you more and more like ""ding!"". Nah, shorty, get you open like six packs. Killa Beez attack, flippin' what, murder one. Phat tracks, aight, I kick it like a Nike Flight. Word life, I get that ass robbed on spite. Check the method from Bedrock 'cause I rock your head to bed. Just like rockin' what? Twin Glocks!. Shake the ground while my beats just break you down. Raw sound, goin' to war right now. So, yo, bombin', We Usually Take All Niggas Garments. Save your breath before I vomit. I be that insane nigga from the psycho ward. I'm on the trigger, plus I got the Wu-Tang sword. So how you figure that you can even fuck with mine? Hey, yo, RZA! Hit me with that shit one time!. And pull a foul, niggas, save the beef for the cow. I'm milkin' this ho, this is my show, Tical. The fuck you wanna do for this mic piece, duke? I'm like a sniper, hyper off the ginseng root. PLO Style, buddha monks with the owls. Now who's the fuckin' man? Meth-Tical. On the chessbox. ""Wu-Tang style"". I leave the mic in body bags, my rap style has. The force to leave you lost like the tribe of Shabazz. Murderous material made by a madman. It's the mic wrecker, Inspectah, bad man. From the bad lands of the killer. Rap fanatic representin' with the skill that's iller. Dare to compare, get pierced just like your ear. The Shooby Doo-Wop pop, strictly hardware. Armed and geared, 'cause I just broke out the prison. Charged by the system for murderin' the rhythm. Now lo and behold another deadly episode. Bound to catch another fuckin' charge when I explode. Slammin' a hype-ass verse 'til your head burst. I ramshack dead in the track, and that's that. Rap assassin, fast and quick to blast and hardrock. I ran up in spots like Fort Knox. I'm hot, top notch, Ghost thinks with logic. Flashbacks how I attacked your whole project. I'm raw, I'm rugged and raw, I repeat. If I die, my seed'll be ill like me. Approachin' me, yo, out of respect, chops to neck. I get vexed, like crashin' up a phat-ass Lex. So, clear the way! Make way! Yo, open the cage!. Peace, I'm out, jettin' like a runaway slave. You gettin' stripped from your garments, boy, run your jewels. All the meth got me open like fallopian tubes. I bring death to a snake when he least expect. Ain't a damn thing changed, boy, Protect Ya Neck. Ruler Zig-Zag-Zig Allah jam is fatal. Quick to stick my Wu-Tang sword right through your navel. Suspenseful force bein' brought through my utensil. The pencil, I bring strong winds up against you. Havoc, then run up through your county like the Maverick. Caps through the tablets, I gots to make the fabrics. A-a-a-ah-ah, are you a warrior killer slicin' shit like a samurai? The Ol' Dirty Bastard from the bar. Ol' Dirty clan of terrorists. Comin' at your ass like a sorceress, shootin' that piss. Niggas be gettin' on my fuckin' nerves. Rhymes they be kickin'. Make me wanna kick their fuckin' ass to the curb. Boy got funky fresh like the Old Specialist. A carrier, messenger, bury ya. This experience is for the whole experience. Let it be applied, Unique drop that science. My- My- My- My clan is thick like plaster, bust ya, slash ya. Slit a nigga back like a Dutch Master. Killer, style jumped off in Killa Hilla. I was the thriller in the Ali-Frazier Manila. I came down with phat tracks that combine and interlock. Like gettin' smashed by a cinder block. Pow! Now it's all over; niggas seein' pink hearts. Yellow moons, orange stars, and green clovers.",0,0,0,0,1,1,0,0,1
Kenny Rogers,Country,Ruby Don’t Take Your Love To Town,Greatest Hits,,"You've painted up your lips and rolled and curled your tinted hair. Ruby are you contemplating going out somewhere. The shadow on the wall tells me the sun is goin' down. Oh Ruby. Don't take your love to town. It wasn't me that started that old crazy Asian war. But I was proud to go and do my patriotic chore. And yes, it's true, that I'm not the man I used to be. Oh, Ruby. I still need some company. It's hard to love a man whose legs are bent and paralyzed. And the wants and the needs of a woman of your age, Ruby, I realize. But it won't be long, I've heard them say, until I'm not around. She's leavin' now cause I just heard the slammin' of the door. The way I know I've heard it slam 100 times before. And if I could move I'd get my gun and put her in the ground. For God sake's turn around.",0,0,0,1,0,1,1,1,1
Drake,Hip-Hop,Passionfruit,More Life,2017.0,"Hold on, hold on, fuck that. Fuck that shit. Hold on, I got to start this mothafuckin' record over again, wait a minute. Still on this mothafuckin' record. I'ma play this mothafucka for y'all. Ayy, y'all get some more drinks goin' on, I'll sound a whole lot better.. Listen. Seein' you got ritualistic. Cleansin' my soul of addiction for now. 'Cause I'm fallin' apart, yeah. Tension. Between us just like picket fences. You got issues that I won't mention for now. 'Cause we're fallin' apart. Passionate from miles away. Passive with the things you say. Passin' up on my old ways. I can't blame you, no, no. Harder buildin' trust from a distance. I think we should rule out commitment for now. Leavin'. You're just doing that to get even. Don't pick up the pieces, just leave it for now. They keep fallin' apart. Um, trying to think of the right thing to say.",0,0,1,0,0,0,0,0,0
The Jam,Rock,That’s Entertainment,Sound Affects,1980.0,"A police car and a screaming siren. Pneumatic drill and ripped-up concrete. A baby wailing, a stray dog howling. The screech of brakes and lamplight blinking. That's entertainment. A smash of glass and the rumble of boots. An electric train and a ripped-up phone booth. Paint-splattered walls and the cry of a tomcat. Lights going out and a kick in the balls. I say that's entertainment. La la la la la, ah. Days of speed and slow-time Mondays. Pissing down with rain on a boring Wednesday. Watching the news and not eating your tea. A freezing cold flat with damp on the walls. La la la la la. Waking up at 6 A.M. on a cool warm morning. Opening the windows and breathing in petrol. An amateur band rehearsing in a nearby yard. Watching the telly and thinking 'bout your holidays. Waking up from bad dreams and smoking cigarettes. Cuddling a warm girl and smelling stale perfume. A hot summer's day and sticky black tarmac. Feeding ducks in the park and wishing you were far away. Two lovers kissing masks a scream of midnight. Two lovers missing the tranquility of solitude. Getting a cab and travelling on buses. Reading the grafitti about slashed-seat affairs.",1,0,1,1,0,0,0,0,0
The Rolling Stones,Rock,You Can’t Always Get What You Want,Let It Bleed,1969.0,"I saw her today at the reception. A glass of wine in her hand. I knew she would meet her connection. At her feet was a footloose man. No, you can't always get what you want. You can't always get what you want. But if you try sometime. You'll find. You get what you need. I knew she was gonna meet her connection. But if you try sometimes. Well, you might find. And I went down to the demonstration. To get my fair share of abuse. Singing, ""We're gonna vent our frustration. If we don't, we're going to blow a 50-amp fuse"". Sing it to me. Well, you just might find. I went down to the Chelsea drugstore. To get your prescription filled. I was standing in line with Mr. Jimmy. And man, did he look pretty ill. We decided that we would have a soda. My favorite flavor, cherry red. I sung my song to Mr. Jimmy. Yeah, and he said one word to me, and that was ""death"". I said to him:. You get what you need, yeah, oh baby. In her glass was a bleeding man. She was practiced at the art of deception. Well I could tell by her blood-stained hands. You can't always get what you want, yeah. You can't always get what you want, ooh yeah. But if you try sometimes, you just might find. You just might find you get what you need, ah yeah. Ah yeah. Wooh!. Ah you can't always get what you want (no no). You can't always get what you want (you can't no no). You can't always get what you want...mmm but if you try sometimes, you just might find. You just might find you get what you need. Ah yeah!. Ah yeah! Yeah.",1,1,1,0,1,0,0,0,1
Soundgarden,Rock,4th Of July,Superunknown ,1994.0,"Shower in the dark day. Clean sparks driving down. Cool in the waterway. Where the baptized drown. Naked in the cold sun. Breathing life like fire. Thought I was the only one. But that was just a lie. Cause I heard it in the wind. And I saw it in the sky. And I thought it was the end. And I thought it was the 4th of July. Pale in the flare light. The scared light cracks & disappears. And leads the scorched ones here. And everywhere no one cares. The fire is spreading. And no one wants to speak about it. Down in the hole. Jesus tries to crack a smile. Beneath another shovel load. I heard it in the wind. And I thought it was the 4th of July (July, July). Now I'm in control. Now I'm in the fall out. Once asleep but now I stand. And I still remember. Your sweet everything. Light a Roman candle. And hold it in your hand. Yeahhhhhh.",0,0,0,0,0,1,1,0,1
Steel Pulse,Reggae,Steppin’ Out,Earth Crisis,,"CHORUS. Steppin' out, steppin' out. Open says a me, here comes Rasta man. Abracadabra me seh, catch me if you can. I know. You'll find it hard to believe that. I am. The genie of your lamp and. I can o anything you wish but. Right now I am commanding you to dance. Invisible music. Beam me up to the cradle of sound. (riddle me this). You cannot see it. Nowhere on Earth. Can this reggae be found. L am. I can. Do anything you wish but. Right now. I am commanding you to dance. BRIMSTONE HURRICANE CYCLONE. Ask me this I tell you why. Journey through the tunnel of love. Wisdom is respected hatred is rejected. On the planet dread it rains dub. Climb Alladin's ladder hotter reggae hot. Open says a me. Here comes Rasta man. Abracadabra me seh. Abracadabra. Catch me if you can hey. Steppin' out, says I'm steppin' out. I know I am I can right now I'm steppin. Highest heights and hottest hot. Rasta this and Dreadlocks that. On the move I just can't stop. I'm in the groove and I just can't stop. Cause I'm. In love with JAH music.",1,0,1,0,0,0,0,1,0
Faith Hill,Country,I Love You,Faith,,"I must be crazy now. Maybe I dream too much. But when i think of you. I long to feel your touch. To whisper in your ear. Words that are old as time. Words only you would hear. If only you were mine. I wish i could go back to the very first day i saw you. Should've made my move when you looked in my eyes. 'Cause by now I know that you'd feel the way that I do. And you'd whisper these words as you'd lie here by my side. I love you. Please say you love me too. These three words. They could change our lives forever. And I promise you that we will always be together. Till the end of time. So today I finally find the courage deep inside. Just to walk right up to your door. But my body can't move when i finally get to it. Like a thousand times before. Then without a word, you handed me this letter. Read ""I hope this finds the way into your heart"", it said. ""I love you. Till the end of time"". Well maybe I, I need a little love, yeah. Maybe I, I need a little care. Maybe you, maybe you need somebody just to hold you. If you do. Just reach out. I'll be there. Please say you love me. These three words, they could change our lives forever. And i promise you that we will always be together. Oh, I love you. Oh baby, my baby, together, forever. I will be your light. Shining through your eyes.",0,0,0,1,0,0,0,1,1
The Sundays,Rock,When I’m Thinking About You,Static & Silence,1997.0,"Over the rooftops a plane in the sky. Beat of a bass drum cars passing me by. Under a bridge dark then back into light. A river of raincoats and a forest of faces. Still for a moment then red into green. Slow shuffling shoes whisper sight unseen. Row upon row of houses return an empty stare. Let the daydream for a little while longer. Ah.. yeah. Hope I'll never wake. When I'm thinking about you. (yeah) hope I'll never wake. Cos now I'm thinking about you. Two-minute hailstorm then melts into rain. (oh) sing me a rainbow it's sunny again. Swallows overhead while the traffic snarls below. Could I (could I) keep dreaming for a little while longer. So that you know - I never want to wake. When you're searching your soul. When you're searching for pleasure. How often, pain is all you find. But when you're coasting along and nobody's trying too hard. You can turn around and like where you are. (Yeah and) I hope I never wake. And I close my eyes (dear). Now I'll never never wake. Why should I stop thinking about you.",0,0,0,1,0,1,0,1,0
Drake,Hip-Hop,Energy,If You’re Reading This It’s Too Late,2015.0,"Lickwood means ""rewind"" and gunshot means ""forward"". You requested it, so we rewind. Yeah, way, way, way up. Turn it all up, yeah, look. I got enemies, got a lot of enemies. Got a lot of people tryna drain me of my energy. They tryna take the wave from a nigga. Fuckin' with the kid and pray for your nigga. I got girls in real life tryna fuck up my day. Fuck goin' online, that ain't part of my day. I got real shit poppin' with my family too. I got niggas that can never leave Canada too. I got two mortgages, thirty million in total. I got niggas that'll still try fuckin' me over. I got rap niggas that I gotta act like I like. But my actin' days are over, fuck them niggas for life, yeah. Got a lot of people tryna drain me of this energy. I got people talkin' down, man, like I give a fuck. I bought this one a purse, I bought this one a truck. I bought this one a house, I bought this one a mall. I keep buyin' shit, just make sure you keep track of it all. I got bitches askin' me about the code for the Wi-Fi. So they can talk about they Timeline. And show me pictures of they friends. Just to tell me they ain't really friends. Ex-girl, she the female version of me. I got strippers in my life, but they virgins to me. I hear everybody talkin' 'bout what they gon' be. I got high hopes for you niggas, we gon' see. I got money in the courts 'til all my niggas are free. 'Bout to call your ass a Uber, I got somewhere to be. I hear fairy tales 'bout how they gon' run up on me. Well, run up when you see me, then, and we gon' see. Nah, fuck all of you niggas, I ain't finished. Y'all don't wanna hear me say it's a go. Y'all don't wanna see Win Win, 50 or Whoa. I got real ones livin' past Kennedy Road. I got real ones wit' me everywhere that I go. I'm tryna tell ya I got enemies, got a lot of enemies. Every time I see 'em, somethin' wrong with their memory. Tryna take it away from a nigga. So tired of savin' all these niggas, mayne. Yeah, run 'em. (I'm off this).",0,0,0,0,1,1,0,0,1
The Rolling Stones,Rock,Jumpin’ Jack Flash,"Through the Past, Darkly (Big Hits Vol. 2)",1968.0,"One two!. I was born in a crossfire hurricane. And I howled at the morning drivin' rain. But it's all right now, in fact, it's a gas. But it's all right, I'm Jumpin' Jack Flash. It's a gas, gas, gas. I was raised by a toothless, bearded hag. I was schooled with a strap right across my back. I was drowned, I was washed up and left for dead. I fell down to my feet and I saw they bled. Yeah, yeah. I frowned at the crumbs of a crust of bread. Yeah, yeah, yeah. I was crowned with a spike right thru my head. My, my, yeah. Jumpin' Jack Flash, its a gas.",0,0,0,1,1,0,0,0,0
Manic Street Preachers,Rock,Archives of Pain,The Holy Bible,1994.0,"I wonder who you think you are. You damn well think you're God or something? God give life, God taketh it away, not you. I think you are the Devil itself. If hospitals cure. Then prisons must bring their pain. Don't be ashamed to slaughter. The centre of humanity is cruelty. There is never redemption. Any fool can regret yesterday. Nail it to the House of Lords. You will be buried in the same box as a killer. As a killer. A drained white body hangs from the gallows. Is more righteous than Hindley's crotchet lectures. Pain not penance, forget martyrs, remember victims. The weak die young and right now we crouch to make them strong. Kill Yeltsin, who's saying. Zhirinovsky, Le Pen. Hindley and Brady, Ireland, Allitt, Sutcliffe. Dahmer, Nilsen, Yoshinori Ueda. Blanche and Pickles, Amin and Milosevic. Give them respect they deserve. I give them the respect they deserve. Execution needed. A bloody vessel for your peace. If man makes death then death makes man. Tear the torso with horses and chains. Killers view themselves like they view the world. They pick at the holes. Not punish less, rise the pain. Sterilise rapists. All I preach is extinction. Blanche and Pickles, Amin, Manic Street Preachers. I give them the respect they d-e-s-e-r-v-e.",0,0,0,0,1,0,0,0,1
Catatonia,Rock,Don’t Need The Sunshine,International Velvet,,Well its a most peculiar feeling. Like sunburn in the evening. With dark clouds on their way. And you think its most unlikely. Life could ever shine as brightly. Once the sun has gone and the pressures on. And the rain is here again. (chorus). But you dont need the sunshine. Dont need the moonlight. Dont need the good times. Dont need no boogie. Well do you find the change in season. Effects you without reason. You've greetings but nothing more to say. And youd swear youd feel much better if only summer'd last forever. But the sky is clear. And your nowhere near. But you dont need the sunshine (i dont mind the rain). You dont need the goodtimes (you could feel the same). Lean on me maybe you could see it through if you could only believe a sinlge word is true. You dont need the sunshine. Dont need the goodtimes. Dont need anything anyones giving (anyones giving). And i dont mind your lies so keep on talking. Well i throw away my sunshine. My so-called little life lines. Do you know what i mean? When i decided that the answer. Could not be bought across the counter. My sista dista has left for good. Now the rain has gone away. Chorus). Rain has gone away (x5).,0,1,0,0,0,1,0,0,1
Kanye West,Hip-Hop,Monster,My Beautiful Dark Twisted Fantasy,2010.0,"I shoot the lights out. Hide 'til it's bright out. Oh, just another lonely night. Are you willing to sacrifice your life? Bitch, I'm a monster, no-good blood-sucker. Fat motherfucker, now look who's in trouble. As you run through my jungles all you hear is rumbles. Kanye West samples, here's one for example. Gossip, gossip, nigga, just stop it. Everybody know I'm a motherfucking monster. I'ma need to see your fucking hands at the concert. Profit, profit, nigga, I got it. I'ma need to see your fucking hands. Uh, the best living or dead hands down, huh. Less talk, more head right now, huh. And my eyes more red than the devil is. And I'm 'bout to take it to another level, bitch. No matter who you go and get, ain't nobody cold as this. Do the rap and the track, triple double, no assists. And my only focus is staying on some bogus shit. Arguing with my older bitch, acting like I owe her shit. I heard that people sing raps to give the track pain. Bought the chain that always give me back pain. Fucking up my money so, yeah, I had to act sane. Chi nigga but these hoes love my accent. Chick came up to me and said, ""This the number to dial. If you wanna make your number one your number two now"". Mix that Goose and Malibu, I call it ""Malibooyah"". Goddamn, Yeezy, how he hit 'em with a new style? Know that motherfucker well: ""What you gon' do now?"". Whatever I wanna do, gosh! It's cool now. Know I'm gonna do, ah, it's the new now. Think you motherfuckers really really need to cool out. 'Cause you'll never get on top of this. So mommy, best advice is just to get on top of this. Have you ever had sex with a pharaoh? Ahh, put the pussy in a sarcophagus. Now she claiming that I bruised her esophagus. Head of the class and she just won a swallowship. I'm living in the future so the present is my past. My presence is a present, kiss my ass. I'ma need to see your fucking hands at the concert (Yeah). (I'm a motherfucking monster). Sasquatch, Godzilla, King Kong, Loch Ness. Goblin, ghoul, a zombie with no conscience. Question: What do these things all have in common? Everybody knows I'm a motherfucking monster. Conquer, stomp ya, stop your silly nonsense. Nonsense, none of you niggas know where the swamp is. None of you niggas have seen the carnage that I've seen. I still hear fiends scream in my dreams. Murder, murder in black convertibles, I. Kill the block, I murder the avenues, I. Rape and pillage your village, women and children. Everybody want to know what my Achilles' heel is. Love, I don't get enough of it. All I get is these vampires and blood-suckers. All I see is these niggas I made millionaires. Milling about, spilling they feelings in the air. All I see is these fake fucks with no fangs. Tryna draw blood from my ice-cold veins. I smell a massacre. Seems to be the only way to back you bastards up. Pull up in the monster, automobile gangsta. With a bad bitch that came from Sri Lanka. Yeah I'm in that Tonka, color of Willy Wonka. You could be the king but watch the queen conquer. Okay, first things first, I'll eat your brains. Then I'ma start rocking gold teeth and fangs. 'Cause that's what a motherfucking monster do. Hair dresser from Milan, that's the monster 'do. Monster Giuseppe heel, that's the monster shoe. Young Money is the roster and a monster crew. And I'm all up, all up, all up in the bank with the funny face. And if I'm fake, I ain't notice 'cause my money ain't. So let me get this straight, wait, I'm the rookie? But my features and my shows ten times your pay? 50K for a verse, no album out. Yeah, my money's so tall that my Barbies got to climb it. Hotter than a Middle Eastern climate, violent. Tony Matterhorn, ""Dutty Wine"" it, wylin'. Nicki on them titties when I sign it. That's how these niggas so one-track-minded. But really, really I don't give a F-U-C-K. ""Forget Barbie, fuck Nicki 'cause she's fake"". ""She on a diet,"" but my pockets eating cheesecake. And I'll say, bride of Chucky, it's Child's Play. Just killed another career, it's a mild day. Besides, 'Ye, they can't stand besides me. I think me, you, and Am should menage Friday. Pink wig, thick ass, give 'em whiplash. I think big, get cash, make 'em blink fast. Now look at what you just saw, this is what you live for. Aaaah, I'm a motherfucking monster!. I, I crossed the limelight. And I'll, I'll let God decide. And I, I wouldn't last these shows. So I, I am headed home.",0,0,1,0,1,0,0,0,1
George Strait,Country,The Chair,Something Special,1985.0,"Well, excuse me. But I think you've got my chair. No, that one is not taken. I don't mind if you sit here, I'll be glad to share. Yeah, it's usually packed here on Friday nights. Oh, if you don't mind, could I talk you out of a light? Well, thank you, could I drink you a buy? Oh, listen to me, what I mean is can I buy you a drink? Anything you please. Oh, you're welcome, well, I don't think I caught your name. Are you waiting for someone to meet you here? Well, that makes two of us, glad you came. No, I don't know the name of the band, but they're good. Aren't they, would you like to dance? Yeah, I like this song too, it reminds me of you and me. Baby, do you think there is a chance. That later on I could drive you home? No, I do not mind at all. Oh, I like you too, and to tell you the truth. That was not my chair after all.",1,1,1,0,0,0,0,1,0
