title,lyrics,artist,genre,album,year,binary_sentiment
"Jesus, Take the Wheel","Jesus, Take the Wheel. She was driving last Friday on the way to Cincinnati. On a snow white Christmas Eve. Going home to see her Mama and her Daddy with the baby in the backseat. Fifty miles to go and she was running low on faith and gasoline. It'd been a long hard year. She had a lot on her mind and she didn't pay attention. She was going way too fast. Before she knew it, she was spinning on a thin black sheet of glass. She saw both their lives flash before her eyes. She didn't even have time to cry. She was so scared. She threw her hands up in the air. Jesus, take the wheel. Take it from my hands. 'Cause I can't do this on my own. I'm letting go. So give me one more chance. Save me from this road I'm on. It was still getting colder when she made it to the shoulder. And the car came to a stop. She cried when she saw that baby in the backseat sleeping like a rock. And for the first time in a long time. She bowed her head to pray. She said, ""I'm sorry for the way. I've been living my life. I know I've got to change. So from now on tonight"". Oh, Jesus, take the wheel. Oh, I'm letting go. From this road I'm on. Oh, take it, take it from me. Oh, wow, ooh.",Carrie Underwood,Country,Some Hearts,2005.0,negative
Drop It Like It’s Hot,"Drop It Like It’s Hot. Snoop. When the pimp's in the crib, ma. Drop it like it's hot, drop it like it's hot, drop it like it's hot. When the pigs try to get at you. Park it like it's hot, park it like it's hot, park it like it's hot. And if a nigga get a attitude. Pop it like it's hot, pop it like it's hot, pop it like it's hot. I got the Rolly on my arm, and I'm pourin' Chandon. And I roll the best weed 'cause I got it goin' on. I'm a nice dude, with some nice dreams. See these ice cubes? See these Ice Creams? Eligible bachelor, million dollar boat. That's whiter than what's spillin' down your throat. The Phantom, exterior like fish eggs. The interior like suicide wrist red. I can exercise you, this can be your Phys. Ed. Cheat on your man, ma, that's how you get ahizzead. Killer with the beat, I know killers in the street. With the steel that'll make you feel like Chinchilla in the heat. So don't try to run up on my ear. Talkin' all that raspy shit, tryin' to ask me shit. When my niggas fill your vest they ain't gon' pass me shit. You should think about it, take a second (Ding). Matter fact, you should take four, b. And think before you fuck with lil Skateboard P. When the pimp's in the crib, ma. I'm a gangsta, but y'all knew that. Da Big Boss Dogg, yeah I had to do that. I keep a blue flag hangin' out my backside. But only on the left side, yeah, that's the Crip side. Ain't no other way to play the game the way I play. I cut so much you thought I was a DJ. ""Two, one, yep, three!"". S-N double O-P, D-O double G. I can't fake it, just break it, and when I take it. See, I specialize in makin' all the girls get naked. So bring your friends, all of y'all come inside. We got a world premiere right here, now get live!. So don't change the dizzle, turn it up a little. I got a livin' room full of fine dime brizzles. Waitin' on the Pizzle, the Dizzle and the Chizzle. G's to the bizzacknow, ladies, here we gizzo!. I'm a bad boy, with a lot of hoes. Drive my own cars, and wear my own clothes. I hang out tough, I'm a real boss. Big Snoop Dogg, yeah he's so sharp. On the TV screen and in the magazines. If you play me close, you're on a red beam. Oh you got a gun, so you wanna pop back? AK-47 now, nigga, stop that!. Cement shoes, now I'm on the move. Your family's cryin', now you on the news. They can't find you, and now they miss you. Must I remind you, I'm only here to twist you. Pistol-whip you, dip you, then flip you. Then dance to this mothafuckin' music we Crip to. Subscribe, nigga, get your issue. Baby, come close, let me see how you get loose!.",Snoop Dogg,Hip-Hop,R&G (Rhythm & Gangsta): The Masterpiece,2004.0,negative
Poetic Justice,"Poetic Justice. Every second, every minute. Man, I swear that she can get it. Say if you a bad bitch, put your hands up high. Hands up high, hands up high. Tell 'em dim the lights down right now. Put me in the mood. I'm talkin' about dark room, perfume, go, go. I recognize your fragrance. Hold up, you ain't never gotta say shit. Uh, and I know your taste is. A little bit, hmm, high maintenance. Uh, everybody else basic. You live life on an everyday basis. With poetic justice, poetic justice. If I told you that a flower bloomed in a dark room. Would you trust it? I mean, I write poems in these songs dedicated to you when. You're in the mood for empathy, there's blood in my pen. Better yet, where your friends and 'em? I really wanna know you all. I really wanna show you off. Fuck that, pour up plenty of champagne. Cold nights when you curse this name. You called up your girlfriends. And y'all curled in that little bitty Range. I heard that she wanna go and party, she wanna go and party. Nigga, don't approach her with that Atari. Nigga, that ain't good game, homie, sorry. They say conversation rule a nation, I can tell. But I could never right my wrongs. 'Less I write it down for real, P.S. You can get it, you can get it. And I know just, know just, know just. Know just, know just what you want. Poetic justice, put it in a song, alright. I really hope you play this, 'cause ol' girl, you test my patience. With all these seductive photographs. And all these one-off vacations you've been takin'. Clearly a lot for me to take in, it don't make sense. Young East African girl, you too busy fuckin' with your other man. I was tryna put you on game, put you on a plane. Take you and your momma to the motherland. I could do it, maybe one day. When you figure out you're gonna need someone. When you figure out it's alright here in the city. And you don't run from where we come from. That sound like poetic justice, poetic justice. You were so new to this life, but goddamn, you got adjusted. I mean, I write poems in these songs, dedicated to the fun sex. Your natural hair and your soft skin. And your big ass in that sundress, ooh. Good God, what you doin' that walk for? When I see that thing move. I just wish we would fight less and we would talk more. They say communication save relations, I can tell. But I can never right my wrongs. Unless I write 'em down for real, P.S. Every time I write these words they become a taboo. Makin' sure my punctuation curve, every letter here's true. Livin' my life in the margin and that metaphor was proof. I'm talkin' poetic justice, poetic justice. I mean, you need to hear this. Love is not just a verb, it's you lookin' in the mirror. Love is not just a verb, it's you lookin' for it, maybe. Call me crazy, we can both be insane. A fatal attraction is common, and what we have common is pain. I mean, you need to hear this, love is not just a verb. And I can see power steerin', sex drive when you swerve. I want that interference, it's coherent, I can hear it. Uh-huh, that's your heartbeat. It either caught me or it called me, uh-huh. Read slow and you'll find gold mines in these lines. Sincerely, yours truly, and right before you go blind, P.S. Poetic justice, put it in a song. ""I'm gon' ask you one more time, homie. Where is you from? Or it is a problem."". ""Ayy, you over here for Sherane, homie?"". ""Yo, I don't care who this nigga over here for. If he don't tell me where he from, it's a wrap! I'm sorry."". ""Hol' up, hol' up, hol' up, we gon' do it like this, okay? I'ma tell you where I'm from, okay? You gon' tell me where you from, okay? Or where your grandma stay, where your mama stay, or where your daddy stay, okay?"". ""Enough with all this talkin'."". ""Matter of fact, get out the van, homie! Get out the car before I snatch you out that motherfucker, homie! "".",Kendrick Lamar,Hip-Hop,"good kid, m.A.A.d city (Deluxe Version)",2012.0,positive
What’s This Life For,"What’s This Life For. Hurray for a child that makes it through. If there's any way because the answer lies in you. They're laid to rest before they've known just what to do. Their souls are lost because. They could never find. What's this life for? I see your soul, it's kind of gray. You see my heart, you look away. You see my wrist, I know your pain. I know your purpose on your plane. Don't say a last prayer because. You could never find. But they aren't here anymore. Don't have to settle the score. Because we all live under the reign. Of one king. Don't have to settle no goddamn score. Of just as you know of one king, one king, one king.",Creed,Rock,My Own Prison,1998.0,negative
Crackerman,"Crackerman. Kicking as I'm trying to sleep. I got the mud beneath my shoes. Rubber band, rubber-band. Gun in hand, gun in hand. I wanna use. Roaming, roaming, roam. (Get away, gotta get away). And I think I think too much. (I don't care, yeah and I don't care). Tripping as I'm thinking. 'Bout a boy, his name was Sue. He's a man, he's a man. Cracker-man, cracker-man. He's a woman too. And I'm thinking. While I'm thinking. Salt cracked. Mud flaps. Dust blowing in my eyes. I'm a-roaming.",Stone Temple Pilots,Rock,Core ,1992.0,negative
Hey Jude,"Hey Jude. Hey Jude, don't make it bad. Take a sad song and make it better. Remember to let her into your heart. Then you can start to make it better. Hey Jude, don't be afraid. You were made to go out and get her. The minute you let her under your skin. Then you begin to make it better. And anytime you feel the pain, hey Jude, refrain. Don't carry the world upon your shoulders. For well you know that it's a fool who plays it cool. By making his world a little colder. Na na na na na na na na na na. Hey Jude, don't let me down. You have found her, now go and get her. (Let it out and let it in). Remember (Hey Jude) to let her into your heart. So let it out and let it in, hey Jude, begin. You're waiting for someone to perform with. And don't you know that it's just you, hey Jude, you'll do. The movement you need is on your shoulder. Na na na na na na na na na yeah. Remember to let her under your skin. Then you'll begin to make it (Whoa, fucking hell!). Better better better better better better, oh. Yeah yeah yeah yeah yeah yeah yeah. Naa na na na na na na, na na na na, hey Jude. (Jude Judy Judy Judy Judy Judy owwwww wowww). Naa na na na na na na (Na na na), na na na na, hey Jude. (Jude Jude Jude Jude Jude). Naa na na na na na na (Yeah yeah yeah), na na na na, hey Jude. (You know you can make, Jude Jude, You're not gonna break it). Naa na (Don't make it bad Jude) na na na na na (Take a sad song and make it better), na na na na, hey Jude. Hey Jude, hey Jude wowwwwww. Jude Jude Jude Jude Jude Jude. (Na na na na na na na na na na na na). Naa na na na na na na (Make it Jude), na na na na, hey Jude. (Yeah yeah yeah yeah yeah yeah yeah). (Go listen to ya ma ma ma ma ma ma ma ma).",The Beatles,Rock,Hey Jude,1968.0,positive
Marijuana,"Marijuana. One puff one draw. Frees the mind. Mmmmm mmm. Feeling irie. Take a pull an' fill my lungs. Every worries inside me. I turn them into little clouds. I'm so grateful to nature for this sweet euphoria. Mmm I'm feeling good. Bob Marley know it all along. And Willie know it all along. They even try to say it's wrong. But I knew it all along. That the marijuana (frees the mind). Yes the marijuana (gets me high). So put your lighters in the sky. Tell the Government legalise. Marijuana, marijuana. Jah cured these herbs and they're good for me. I'm floating on a hill so stony. I'm glad to know I'm not alone because. Rastafari's my custodian. We represent the herbs on the podium. The Indicas are short like Napolean. Sativas don't like too much sodium. The seeds can replace your petroleum. The leaves have a skunky aroma scent. THC make you feel like it's heaven-sent. CBD is to me like a medicine. Do some research and you'll be pleased by the evidence. Perhaps you cultivate some trees in your residence. And agree to disagree with the Presidents. Tell the Prime Ministers please don't be hesitant. To let the herbs grow and be free!. So many legal drugs are killing us. Illness they're giving us. Yet still they criticise the marijuana, yeah. Marijuana yeah (frees the mind). Yeah yeah yeah. Marijuana (gets me high). Put your lighters in the sky. Frees the mind, yeah (frees the mind). Ooh yeah. Gets me high (gets me high). Gets me high. Marijuana frees the mind (put your lighters in the sky). Nooooo. Ooh oh oh. Oh my marijuana. Hmmmm mmm. Love my marijuana. I get it chilling with mi friends and relaxin' 'pon di corner.",Jah Cure,Reggae,Royal Soldier,2019.0,positive
Redemption Song,"Redemption Song. Old pirates, yes, they rob I. Sold I to the merchant ships. Minutes after they took I. From the bottomless pit. But my hand was made strong. By the hand of the Almighty. We forward in this generation. Triumphantly. Won't you help to sing. These songs of freedom? Cause all I ever have. Redemption songs. Emancipate yourselves from mental slavery. None but ourselves can free our minds!. Have no fear for atomic energy. Cause none of them can stop the time. How long shall they kill our prophets. While we stand aside and look? Some say it's just a part of it. We've got to fulfill the book. Whoa! Cause none of them-ah can-ah stop-ah the time. Yes, some say it's just a part of it. All I ever have. These songs of freedom. Songs of freedom.",Bob Marley & The Wailers,Reggae,Uprising,1979.0,negative
The Way You Do The Things You Do,The Way You Do The Things You Do. You got a smile so bright. You know you could've been a candle. I'm holding you so tight. You know you could've been a handle. The way you swept me off my feet. You know you could've been a broom. And baby you smell so sweet. You know you could've been some perfume. Well you could've been anything that you wanted to. I can tell. The way you do the things you do. I like the way you do the things you do. As pretty as you are. You know you could've been a flower. If good looks were minutes. You know you could have been an hour. The way you stole my heart. You know you could have been a crook. And baby your so smart. You know you could have been a school book. You make my life so rich. You know you could've been some money. And baby you're so sweet. You know you could have been some honey. You know you could've been an hour. You know you could've been a crook. You made my life so sweet.,UB40,Reggae,Labour of Love II,,positive
Don’t fall - remastered version,Don’t fall - remastered version. Alone in a room I've been in once before. Shapes in the hall I'm running for the door. I'm out on the edge but I'm not defeated yet. I hear my name above everything else. Mark! Above everything else. Don't fall. To this freak out. Nothing's familiar. And nothing seems to fit into the scheme of things. Seeing faces where there shouldn't be faces. No-one's really certain what tomorrow brings. Don't fall my friend. This nightmare never ends. Hiding inside a room that's running red. The place to be exists only in your head. And the focus of fear in the creases of a dress. A female dress. How did I come to be drowning in this mess. Ahh! Fuckin' mess. (Rest of chorus). I know your back's against the wall. But this roaring silence won't devour us all. Freak out nothing's familiar. Something's rearranged the scheme of things. Mistakes don't matter.,The chameleons uk,Rock,,,negative
Heaven Knows I’m Miserable Now,"Heaven Knows I’m Miserable Now. I was happy in the haze of a drunken hour. But heaven knows I'm miserable now. I was looking for a job and then I found a job. And heaven knows I'm miserable now. In my life, why do I give valuable time. To people who don't care if I live or die? Two lovers entwined pass me by. What she asked of me at the end of the day. Caligula would have blushed. ""Oh, you've been in the house too long"", she said. And I naturally fled. In my life, why do I smile. At people who I'd much rather kick in the eye? In my life, oh why do I give valuable time.",The Smiths,Rock,Hatful of Hollow,1984.0,negative
0 to 100 / The Catch Up,"0 to 100 / The Catch Up. Fuck bein' on some chill shit. We go 0 to 100, nigga, real quick. They be on that rap-to-pay-the-bill shit. And I don't feel that shit, not even a little bit. Oh Lord, know yourself, know your worth, nigga. My actions been louder than my words, nigga. How you so high, but still so down to Earth, nigga? If niggas wanna do it, we can do it on they turf, nigga. Oh Lord, I'm the rookie and the vet. Shoutout to the bitches out here holdin' down the set. All up in my phone, lookin' at pictures from the other night. She gon' be upset if she keep scrollin' to the left, dawg. She gon' see some shit that she don't wanna see. She ain't ready for it. If I ain't the greatest then I'm headed for it. That mean I'm way up (way up). Yeah, the 6 ain't friendly but that's where I lay up. This shit a mothafuckin' lay up. I been Steph Curry with the shot. Been cookin' with the sauce, Chef Curry with the pot, boy. 360 with the wrist, boy. Who the fuck them niggas is, boy? OVO, man, we really with the shits, boy. Yeah, really with the shits. I should prolly sign to Hit-Boy 'cause I got all the hits, boy. Fuck all that ""Drake, you gotta chill"" shit. I be on my Lil Mouse drill shit. Fuck all that rap-to-pay-your-bill shit. Yeah, I'm on some Raptors-pay-my-bills shit. All up on TV, I thought it'd make me richer. Wasn't payin' me enough, I needed somethin' quicker. So now I'm all in Niko's basement puttin' work in on the phones. Either that or drive to Money Mart to make the pickups. Man, it's 2008, I'm tryna paint the picture. Comeback Season in the works and now I'm thinkin' bigger. I got 40 in the studio, every night, late night. Gotta watch that shit, don't want to make him sicker. That's my nigga. Oh Lord, got a whole lot to show for it. I mean we can really get it, we can go for it. I'm just here for the bucks and the billis, nigga. Don't make me kill one of the GOATs for it. I run this shit, they like, ""Go Forrest. Run Forrest, run Forrest, go Forrest"". Yeah, I mean you already wrote for us. Damn, nigga, what's one more quote for us? Oh Lord, who else soundin' like this? They ain't make me what I am, they just found me like this. I was ready... fuck that, I've been ready. Since my dad used to tell me. He was comin' to the house to get me. He ain't show up. Valuable lesson, man, I had to grow up. That's why I never ask for help. I'll do it for you niggas and do it for myself. I go 0 to 100, nigga, real quick. Real quick, whole squad on that real shit. 0 to 100, nigga, real quick. Real quick, real fuckin' quick, nigga. Whole squad on that real shit. Whole squad on that real shit, yeah. The other night. Lavish Lee told me that I'm all these people listen to. She said they love me unconditional. Imagine how it feel to watch another nigga at the top. You know that if you wasn't you, you would be dissin' you, dawg. Damn, okay, from that perspective. I see what you're talkin' 'bout, no way to soften that. 'Cause me, I was tryna find out where I lost 'em at. But maybe I ain't lose 'em at all. Maybe I keep movin' forward and they're just stagnant. They ain't movin' at all. But when they need a favor, who do they call? Maybe I'm searchin' for the problems. Askin' what was said and who was involved. Too focused on people's feedback and provin' 'em wrong. They say the shoe can always fit, no matter whose foot it's on. These days feel like I'm squeezin' in 'em. Whoever wore 'em before just wasn't thinkin' big enough. I'm 'bout to leave 'em with 'em. 'Cause if I run in the game in these, man, the seams are splittin'. No pun intended but they're smellin' defeat in the air. Headed where nobody took it, who meetin' me there? They tell him that he's talkin' crazy but he doesn't care. Bein' humble don't work as well as bein' aware. Listen up, boy, you're better off eavesdroppin'. We already got spring 2015 poppin'. PND droppin', Reps-up P droppin'. Majid Jordan droppin', OB droppin', not to mention me droppin'. Feel like we paid the refs off, man, we fixed the game. Me and Noel been at it before Twitter names. Yeah, been on the move like the lease is up. And I can't even name one person that's keepin' up. Damn, fuck how it was in the past tense. Ask yourself, how do we match up now? 'Cause I'm only 27 and I'm only gettin' better. If I haven't passed you yet, watch me catch up now, for real. Could it be the way that I'll catch up.",Drake,Hip-Hop,NBA 2K16 Soundtrack,2014.0,negative
Mr. Clean,"Mr. Clean. Daylight dawns, you wake up and yawn, Mr. Clean. A piece of toast from the one you love most, and you leave. You catch your bus in the 8 o'clock rush. And catch your train in the morning rain. Mr. Clean, Mr. Clean. If you see me in the street, look away. 'Cause I don't ever want to catch you looking at me, Mr. Clean. 'Cause I hate you and your wife. And if I get the chance I'll fuck up your life. Is that seen? Surround yourself with dreams. Of pretty young girls, and anyone you want, but. Please don't forget me or any of my kind. 'Cause I'll make you think again. When I stick your face in the grind. Getting pissed at the annual office do. Smart blue suit and you went to Cambridge too. You miss page 3, but The Times is right for you. And mum and dad are very proud of you.",The Jam,Rock,All Mod Cons,1978.0,negative
(Don’t Go Back To) Rockville,"(Don’t Go Back To) Rockville. Looking at your watch a third time. Waiting in the station for the bus. Going to a place that's far. So far away and if that's not enough. Going where nobody says hello. They don't talk to anybody they don't know. You'll wind up in some factory. That's full-time filth and nowhere left to go. Walk home to an empty house. Sit around all by yourself. I know it might sound strange but I believe. You'll be coming back before too long. Don't go back to Rockville. And waste another year. At night, I drink myself to sleep. And pretend I don't care that you're not here with me. 'Cause it's so much easier to handle. All my problems if I'm too far out to sea. But something better happen soon. Or it's gonna be too late to bring you back. Don't go back to Rockville, don't go back to Rockville. Don't go back to Rockville and waste another year. It's not as though I really need you. If you were here, I'd only bleed you. But everybody else in town only wants to bring you down. And that's not how it ought to be.",R.E.M.,Rock,Reckoning,1984.0,negative
Mask,Mask. I'm lost!. The man of shadows thinks in clay. Dreamed trapped thoughts of suffocation days. He's seen in iron environments. With plastic sweat out of chiselled slits for eyes. From the growth underneath the closed mouth. You'll catch if you listen. Rack-trapped cubist vowels. From a dummy head expression. The transformation is invested. With the mysterious and the shameful. While the thing I am becomes something else. Part character part sensation. The shadow is cast.,Bauhaus,Rock,Mask,1981.0,negative
You Can’t Blame the Youth,"You Can’t Blame the Youth. You can't blame the youth. You can't fool the youth. You can't blame the youth of today. You're teachin' youths to learn in school. That cow jump over moon. You teachin' youths to learn in school. That the dish run away with spoon. So, you can't blame the youth when they don't learn. You teach the youth about Christopher Columbus. And you said he was a very great man. You teach the youth about Marco Polo. You teach the youth about the Pirate Hawkins. You teach the youth about the Pirate Morgan. So, you can't blame the youth of today. All these great men were doin'. Robbin', a rapin', kidnappin' and killin'. So called great men were doin'. Robbin', rapin', kidnappin'. So, you can't blame the youth. You can't blame the youth, not at all. When every Christmas come. You buy the youth a pretty toy gun. You buy the youth a fancy toy gun. 'Cause what was hidden from the wise and the prudent. Is now revealed to the babes and the sucklings. What was hidden from the wise and the prudent. Now revealed to the babes and the sucklings. Lord, call upon the youth. For he know the youth is strong. Jah, Jah, call upon the youth. 'Cause he know the youth is strong. You can't blame the youth, baby children. Don't blame them. Not their fault.",Peter Tosh,Reggae,Equal Rights,,negative
Kick in the Door,"Kick in the Door. Welcome back, we're here on Bad Boy Television, and I'm Trevin Jones and I've been conversing with the Mad Rapper and quite frankly, he's very mad. We're gonna try to find out why, so we'll take some questions at this point from our studio audience. Yes ma'am, please stand and state your name and where you're from. Shay - Hi, my name is Shay, and I'm from New Rochelle. and I just don't understand; why you so mad? Like, what are you so mad about? The Mad Rapper - Yo, yo, yo-yo, y'know, yo you wanna know why? Yo first of all, you can't be askin' me no question youknowhatI'msayin'? Who the fuck is you? (Ahh, excuse me, Mr. Rapper, Mr. Rapper) YouknowhatI'msayin? You can't be askin' me no question (It's a family oriented show). I'ma tell you why I'm mad, youknowhatI'msayin? I'ma tell you why I'm mad, I'ma tell you why I'm mad. These niggas is makin' five hundred thousand dollar videos, youknowsayin? They drivin' around in hot cars, youknowsayin? They got bitches, they got all that shit (Sir, please, please, refrain from your foul language). YouknowhatI'ms--? I'm still livin' with my Moms, youknowhatI'msayin? That's my word. YouknowI'ms--? I'm makin' records, I ain't made no money yet I done made, this is my fourth album yo, this my fourth album. I ain't made a dime yet. This nigga made one album, he makin' wild records. That ""Ready to Die"" shit, it was aight, it was aightYouknowI'msayin, that shit was aight, it was cool. But my shit is J--more John Blaze than that! I got John Blaze shit And they not resp-ecognising, they not sayin, ""I recognize"" And fuck is that, who is you to be askin' me questions, youknowhatI'msayin? Who is you? I gots to talk. I gotta tell what I feel. I gotta talk about my life as I see it. Biggie. This goes out to you. This goes out to you, and you, and you, and you. This goes out to you, and you, and you. Uhh, your reign on the top was short like leprechauns. As I crush so-called willies, thugs, and rapper-dons. Get in that ass quick, fast like Ramadan. It's that rap phenomenon Don Dada, fuck Poppa. You got to call me Francis M.H. White, intake light tokes, tote iron. Was told in shootouts, stay low and keep firin'. Keep extra clips for extra shit, who's next to. Flip on that cat with that grip on rap? The most shady, (Tell Em!) Frankie baby. Ain't no telling where. I may be, may see me in D.C. At Howard Homecoming with my man Capone, dumbing. Fucking something, you should know my steelo. Went from ten Gs for blow to thirty Gs a show. To orgies with hoes I never seen before. So, Jesus, get off the Notorious'. Penis before I squeeze and bust. If the beef between us, we can settle it with the chrome. And metal shit, I make it hot like a kettle get. You're delicate, you better get - who sent ya? You still pedal shit, I got more rides than ""Great Adventure"". Biggie (""How are you gonna do it?""). Kick in the door, waving the four-four. All you heard was Poppa don't hit me no more. All you heard was Poppa don't hit me no more (Biggie). Kick in the door, waving the four-four (uh-huh). On ya mark, get set, when I spark, ya wet. Look how dark it get when you're marked for death. Should I start your breath or should I let you die. In fear you start to cry, ask why, lyrically. I'm worshiped, don't front, the word sick. You cursed it, but rehearsed it. I drop unexpectedly like bird shit, you herbs get. Stuck quickly for royalties and show money. Don't forget the publishing, I punish 'em, I'm done with them. Son, I'm surprised you run with them, I think they got. Cum in them 'cause they nothing but dicks. Trying to blow up like nitro and dynamite sticks. Mad I smoke hydro, rock diamonds that's sick. Got paid off my flow, rhyme with my own clique. Take trips to Cairo, laying with your bitch. I know you praying you was rich, fucking prick, when I see ya I'ma. All you heard was Poppa don't hit me no more (uh, uh, uh). This goes out for those that choose to use. Disrespectful views on the King of N-Y. Fuck that, why try, throw bleach in your eye. Now ya brailling it, snatch that light shit, I'm scaling it. Conscious of ya nonsense, in '88. Sold more powder than Johnson and Johnson. Tote steel like Bronson, Vigilante. You wanna get on son, you need to ask me. Ain't no other kings in this rap thing, they siblings. Nothing but my children, one shot they disappearing. It's ill when MCs used to be on cruddy shit. Took home Ready to Die, listened, studied shit. Now they on some money shit, successful out the blue. They light weight, fragili, my nine milli. Make the whites shake, that's why my money never funny. And you still recouping, stupid stupid stupid stupid.",The Notorious B.I.G.,Hip-Hop,Life After Death,1997.0,negative
To Zion,"To Zion. One day, I'm gonna understand. Zion. Unsure of what the balance held. I touched my belly overwhelmed. By what I had been chosen to perform. But then an angel came one day. Told me to kneel down and pray. For unto me a man-child would be born. Woe this crazy circumstance. I knew his life deserved a chance. But everybody told me to be smart. ""Look at your career,"" they said. ""Lauryn, baby use your head"". But instead I chose to use my heart. Now the joy of my world. Is in Zion! (Zion, Zion!). (Zion, uhh, Zion!). How beautiful if nothing more. Than to wait at Zion's door. I've never been in love like this before. Now let me pray to keep you from. The perils that will surely come. See life for you, my prince has just begun. And I thank you for choosing me. To come through unto life to be. A beautiful reflection of His grace. See I know that a gift so great. Is only one God could create. And I'm reminded every time I see your face. That the joy (Joy). Of my world (World). Is in Zion (Is in Zion). Now the joy (Joy). Is in Zion (Is in Zion, is in Zion). Marching, marching, marching, marching (Marching). To Zion, marching, marching, marching (We gon' march). Marching, marching, marching, marching. To Zion, marching, beautiful, beautiful, Zion. To Zion, marching, marching, marching. Marching, marching, marching, marching (My joy, my joy). To Zion, marching, marching, marching (My joy, my joy). To Zion, marching, beautiful, beautiful, Zion (My joy, my joy). Marching, marching, marching, marching (You're the joy). To Zion, marching, beautiful, beautiful, Zion (Of my life). Marching, marching, marching, marching (It is in Zion). To Zion, marching, marching, marching (Zion). To Zion, marching, beautiful, beautiful, Zion (You're the joy of my life). Marching, beautiful, beautiful Zion (Is in Zion, Zion). Marching, beautiful, beautiful Zion (It is in Zion). Marching, beautiful, beautiful Zion. Marching. Okay, how many people here have ever been in love? I know none of the guys are gonna raise their hand. How many of y'all ever been in love? (Mumbling). I know none of the guys been in... we don't get in love, right? Oh! Let this black man right here tell what his idea of love is, 'cause not all the time we hear a young black man talk about love. About your personal definition, don't tell me what Webster thinks. Huh? Willingness to do everything for that person. Okay, everything like what? Explain. Let him talk c'mon. If I asked him to talk about a fancy car, he'd be right on point. But we wanna talk about love. You can do it. (To another pupil) What do you think? You said you love somebody, you should know why you love them right? The way they act. Uh-huh. The way they carry themselves, stuff like that. Okay. The way that they hang with they boys, and they just stand out. It's like sometimes it don't even matter like what they wear or what they look like. It's like, that way, you know? Yeah. It's like you know you want to talk to him, because he stands out, it's like he got a glow or something. That's deep. That's what I'm talking about. I thought that was a beautiful point. Anyone else want to deal with that? It's sometimes, like when they try to act funny in front of they boys, like when they get around say they love you. They can't love you. 'Cause love-love-love wouldn't do that. Love is not phony!. (Laughter).",Lauryn Hill,Hip-Hop,The Miseducation of Lauryn Hill,1998.0,positive
Beyond the Pale,"Beyond the Pale. Cold still waters running deep. Pale before the eyes. Ravaged. By the hands that feed. Thunder clouds the skies. Drifting with the tide. Floating with the stream. The howling winds have gathered strength. From a whisper to a scream. Sell me down the river. And out to sea. Cast me adrift and set me to sail. Just on last kiss before raising hell. Beyond the pale. Heed to Neptune's calling deceived in fable and lore. Learn from treacherous bibles. Of murder, hate and war. Searching for the tears. In an ocean of rain. The yearning of the raging sea beckons once again. Gathering of the storm. And the winds are blowing wild. Sweeping over cross and creed, country, colour and child. Mother Nature cries for love. Her children lost at sea. And as the waves take me away. Say a prayer for liberty.",The Mission UK,Rock,Children,,negative
Dollar Days,"Dollar Days. Cash girls suffer me, I've got no enemies. I'm walking down. It's nothing to me. It's nothing to see. If I'll never see the English evergreens I'm running to. I'm dying to. Push their backs against the grain. And fool them all again and again. I'm trying to. We bitches tear our magazines. Those Oligarchs with foaming mouths phone. Now and then. Can't believe for just one second I'm forgetting you. Dollar days, survival sex. Honour stretching tails to necks. I'm falling down. It's all gone wrong but on and on. The bitter nerve ends never end. Don't believe for just one second I'm forgetting you.",David Bowie,Rock,★ (Blackstar),2016.0,negative
It Wasn’t Me,"It Wasn’t Me. Yo, man. Yo. Open up, man. Yeah, what do you want, man? My girl just caught me. You let her catch you? I don't know how all of this happened. With who? The girl next door, ya know? Man, I don't know what to do. Say it wasn't you. Alright. Honey came in and she caught me red-handed. Creepin' with the girl next door. Picture this, we were both butt naked. Bangin' on the bathroom floor. How could I forget that I had. Given her an extra key? All this time she was standing there. She never took her eyes off me. How ya fi give ya woman access to your villa? Trespass and a witness all the hackling on the pillow. You better watch your back before she turn into a killer. Best review the situation that you caught up inna. To be a true player you've to know how to play. If she say, ""a night"", convince her, say, ""a day"". Never admit to a word what she say. And if she claim a yuh, tell her, ""Baby, no way!"". But she caught me on the counter (Wasn't me). Saw me bangin' on the sofa (Wasn't me). I even had her in the shower (Wasn't me). She even caught me on camera (Wasn't me). She saw the marks on my shoulder (Wasn't me). Heard the words that I told her (Wasn't me). Heard the screams getting louder (Wasn't me). She stayed until it was over. I had tried to keep her from what. She was about to see. Why should she believe me. When I told her it wasn't me? Makes you know say that she really no right for vex. A never you she see yah make the gigolo flex. A smaddy else a favor you inna di complex. Seein' is believin', so you better change your specs. You know she a go bring a whole heap a things up from the past. All the little evident, you betta know fe mask. Quick 'pon yuh hansa, know how fe talk. But if she pack a gun, you know, you betta run fast. Saw me banging on the sofa (Wasn't me). Wanna tell her that I'm sorry. For the pain that I've caused. I've been listenin' to your reason. It makes no sense at all. People tell her that I'm sorry. You may think that you're a player. But you're completely lost. That's why I sing.",Shaggy,Reggae,Hot Shot,2000.0,negative
