title,lyrics,artist,genre,album,year,binary_sentiment
He Walks With Me (In The Garden),He Walks With Me (In The Garden). I come to the garden alone. While the dew is still on the roses. And the voice I hear falling on my ear. The son of God discloses. And he walks with me and he talks with me. And he tells me I am his own. And the joy we share as we tarry there. None other has ever known. He speaks and the sound of his voice is so sweet. The birds hush their singing. And the melody that he gave to me. Within my heart is ringing. I'd stay in the garden with him. Though the night around me is falling. But He bids me go through the voice of woe. His voice to me is calling.,Merle Haggard,Country,Songs For The  Mama That Tried,1981.0,positive
Oceans,"Oceans. (You see this motherfucking face). Blessings, blessings, yeah, I see... Elephant tusk on the bow of a sailing lady, docked on the Ivory Coast. Mercedes in a row winding down the road. I hope my black skin don't dirt this white tuxedo before the Basquiat show. And if so, well fuck it, fuck it. Because this water drown my family, this water mixed my blood. This water tells my story, this water knows it all. Go ahead and spill some champagne in the water. Go ahead and watch the sun blaze on the waves of the ocean. Dope boy still smelling like cocaina. White boat, white robe, can he be more cleaner? The oil spill that BP ain't clean up. I'm anti-Santa Maria. Only Christopher we acknowledge is Wallace. I don't even like Washingtons in my pocket. Black card go hard when I'm shopping. Boat docked in front of Hermes picking cotton. Silk and fleeces, lay on my Jesus. Oh my God, I hope y'all don't get seasick. See me in shit you never saw. If it wasn't for these pictures they wouldn't see me at all. Aww, whole world's in awe. I crash through glass ceilings, I break through closed doors. I'm on the ocean, I'm in heaven. Yachting, Ocean 11. Me and Ty Ty is like Pablo and Popeye. Winding dirt roads on mopeds spilling Opus. Welcome to the magnum opus, the Magna Carta. The best-selling author Decoded. On the holiday playin' ""Strange Fruit"". If I'ma make it to a billi, I can't take the same route. Swoosh, that's the sound of the border. Swoosh, and that's the sound of a baller. Muhammad Hovi my back against the rope. The black Maybach, I'm back inside the boat. Shepard Fairey they finally gave me some hope. Can't believe they got a nigga to vote. Democrat? Nope, I sold dope. In trouble waters I had to learn how to float. On the ocean, I'm in heaven.",JAY-Z,Hip-Hop,Magna Carta... Holy Grail,2013.0,negative
Meatplow,"Meatplow. Fine place for a day full of breakdowns. Takes more than a meltdown to show us how. Throw a tack on the road, stop the meatplow. Got a bullet but it ain't mine. They got these pictures of everything. To break us down, yeah, to break me down. They make us hate and we make it bleed. But I got a lover and yeah. She shows me how. To understand it, yeah to understand. I got a brother and well. He show me how. To make amends, yeah to make amends with it. Take a break from the mousetrap we call home. Takes more than a message to make me smile. I can feel when she kisses me sleeping. But not when the news is on.",Stone Temple Pilots,Rock,Purple,1994.0,negative
The Old Rugged Cross,The Old Rugged Cross. On a hill far away stood an old rugged cross. The emblem of suffering and shame. And I love that old cross where the dearest and best. For a world of lost sinners was slain. So I'll cherish the old rugged cross. Till my trophies at last I lay down. I will cling to the old rugged cross. And exchange it some day for a crown. To the old rugged cross I will ever be true. It's shame and reproach gladly bear. Then he'll call me some day to my home far away. Where his glory forever I'll share. And I'll cherish the old rugged cross. And I will cling to the old rugged cross.,Alan Jackson,Country,Precious Memories,2006.0,positive
Vision Thing,"Vision Thing. *sniff*. Twenty-five whores in the room next door. Twenty-five floors and I need more. I'm looking for the can in the candy store. Two thousand Hamburg four. And colours I ain't seen before. It's a small world and it smells funny. I'd buy another if it wasn't for the money. Take back what I paid. For another motherfucker in a motorcade. In a long black car. With the prettiest shit. From Panama. When the sirens wail. And the lights flash blue. My vision thing come. Slamming through. It's a small world and it smells bad. I'd buy another if I had. Back. What I paid. What do we need to make our world come alive? What does it take to make us sing? While we're waiting for the next one to arrive? One million points of light. One billion dollar vision thing. Another black hole in the killing zone. A little more mad in the methedrome. One blinding flash of sense. Just like the president's. Well, I don't mind. Out of my mind. Blizzard king. Bring it on home. And a vision thing. And a . Sha la la la. What do we need to make us sing?",The Sisters of Mercy,Rock,Vision Thing,,negative
Wrapped,"Wrapped. I didn't have to turn my head whenever you walked in. The only one to let these chills roll down my skin. My heart beats faster, I hear your name. I feel my confidence slippin' away. I thought I was doing fine. 'Bout to get you off my mind. I see your face and then I'm. Wrapped around your pretty little finger again. It feels like ages since you laid down in my arms. I see no good reason but still I'm tangled in your charms. My God, you're smiling and you catch my eye. My heart is pounding deep inside. Ain't gonna let no man go down without a fight. 'Cause my stalls and walls look better in the bright daylight. My heart beats faster, I call your name. Your pretty little finger. Baby, I'm wrapped around your pretty little finger. Pretty little finger.",George Strait,Country,It Just Comes Natural,2006.0,positive
C U When U Get There,"C U When U Get There. Now I've seen places and faces. And things you ain't never thought about thinkin. If you ain't peeped then you must be drinkin and smokin. Pretending that you're loc'in but you're broken, let me get you open. Now little Timmy got his diploma and little Jimmy got life. And Tamikra around the corner just took her first hit off the pipe. The other homie shot the other homie and ran off with his money. And when the other homies heard about it they thought that it was funny. But who's the dummy, cause, now you done lost the hustler. A down-ass brother done been replaced by a buster. And though I got love for ya, I know I can't trust ya. Cause my crew is rollin hummers and your crew is rollin dusters. And just because of that you act like you don't like the brother no more. Uh, I guess that's just the way it goes. I ain't tryin to preach, I believe I can reach. But your mind ain't prepared, I'll see you when you get there. I'll see you when you get there. If you ever get there. See you when you get there. More temptation than faith, I guess we livin for the day. I seen a man get swept off his feet, by a boy with an AK. The situation so twisted everybody gettin lifted. I'm just tryin to take care of my kids and handle my business. Cause it way too serious so you gotta pay close attention. So you don't get caught slippin when they come and do all the gettin. Life is a big game so you gotta play it with a big heart. Some of us gotta run a little faster cause we gotta later start. I'd be a fool to surrender when I know I can be a contender. If everybody's a sinner then everybody can be a winner. No matter your rag color, deep down we all brothers. And regardless of the time, somebody up there still love us. I'mma scuffle and struggle until I'm breathless and weak. I done strived my whole life to make it to the mountain peak. Always keep reaching sure to grab on to something. I'll be there when you get there waitin with the sounds bumpin. You need to loosen up and live a little. And if you got kids let them know how you feelin. For your own sake give a little. Oh, you don't want to hear that, you busy tryina stack. And keep up with the Joneses, takin advantage of your own. The realest homies that you've been knowing for the longest. But some ain't missing a good thing until it's gone. Could have built an empire if not for the jealousy that divides us. We prefer to keep our eyes shut till it's right. When there's something involved that we desire. So hold your head up high if you're poor and righteous. I know times seem strife, and problems seem endless. But at the times of despair we gotta put ourselves together. And if you feel you're out of the game then you need to get back in it. Cause nothing worse than a quitter. You gotta face responsibility one day, my brother. So wrap up your pity and turn it to ambition. And put your vehicle in 'drive' and stop by my side. As we walk down the road of our destiny. And the time comes to choose which shall it be. The wide and crooked, or the straight and narrow. We got one voice to give and one life to live. Stand up for something or lie down in your game. Listen to the song that we sing. It's up to you to make it big. I guess I'll see you when you see me. - to fade.",Coolio,Hip-Hop,My Soul,2005.0,negative
Everything is Everything,"Everything is Everything. Everything is everything. What is meant to be, will be. After winter, must come spring (must come spring). Change, it comes eventually. After winter, must come spring (must come). I wrote these words (I wrote these words) for everyone who struggles in their youth. Who won't accept deception, in instead of what is truth. It seems we lose the game. Before we even start to play. Who made these rules? (Who made these rules?). We're so confused (We're so confused). Easily led astray. Let me tell ya that. Everything is everything (everything). After winter, must come spring. Our philosophy. Possibly speak tongues. Beat drum, Abyssinian, street Baptist. Rap this in fine linen, from the beginning. My practice extending across the atlas. I begat this. Flipping in the ghetto on a dirty mattress. You can't match this rapper slash actress. More powerful than two Cleopatras. Bomb graffiti on the tomb of Nefertiti. MCs ain't ready to take it to the Serengeti. My rhymes is heavy like the mind of sister Betty (EL Shabazz!). L-Boogie spars with stars and constellations. Then came down for a little conversation. Adjacent to the king, fear no human being. Roll with cherubims to Nassau Coliseum. Now hear this mixture, where Hip Hop meets scripture. Develop a negative into a positive picture. Now everything is everything. What is meant to be, will be (what is meant to be). Change, it comes eventually (change, it comes eventually). Sometimes it seems. We'll touch that dream. But things come slow or not at all. And the ones on top, won't make it stop. (won't make it stop). So convinced that they might fall. Let's love ourselves and we can't fail. To make a better situation (better situation). Tomorrow, our seeds will grow. All we need is dedication. Everything is everything (everything is everything). After winter, (after winter) must come spring (must come).",Lauryn Hill,Hip-Hop,The Miseducation of Lauryn Hill,1999.0,negative
Mulder and Scully,"Mulder and Scully. I'd rather be liberated. I find myself captivated. Stop doing what you. Keep doing it to. I'd rather stay bold and lonely. I dream I'm your one and only. Things are getting strange, I'm starting to worry. This could be a case for Mulder and Scully. Things are getting strange, now I can't sleep alone. I'd rather be jumping ship. I find myself jumping straight in. Forever be dozy and dim. I wake myself thinking of him. Things are getting strange, now I can't sleep alone, here. My bed is made for two and there's nothing I can do. So tell me something I don't know. If my head is full you, is there nothing I can do? Must we all march in two by two by two? And as for some happy ending. I'd rather stay single and thin. Keep doing it to me. So what have you got to say to that? And what does someone do without love? And what does someone do with love? And what have you got to say about that?",Catatonia,Rock,Mulder and Scully EP,1998.0,negative
Everybody Wants To Be Loved,"Everybody Wants To Be Loved. Crash, burn, tell me why don't we learn. Trip, fall, hit another brick wall. We just keep on going. Everybody wants to be loved, by somebody. On, off, keep on finding, we're lost. We push, we pull, I guess we never get full. We just keep on dreaming, and drinking it in. It's hard, so hard, to build it up and watch it shatter. It's hard, so hard, but it's the only thing that matters. Everybody wants to be loved, by somebody, somebody, baby. Everybody wants to be loved, by somebody, by somebody, yeah. Everybody in the whole wide world. Everybody, every boy and girl. (Love her).",Martina McBride,Country,Reckless,2016.0,positive
Dumpweed,"Dumpweed. It's understood, I said it many ways. Too scared to run, I'm too scared to stay. I said I'd leave, but I could never leave her. And if I did, you know I'd never cheat her. But this I ask, it's what I want to know. How would you feel if I should choose to go? Another guy, you think it'd be unlikely. Another guy, you think he'd wanna fight me. She's a dove, she's a fuckin' nightmare. Unpredictable, it's my mistake to stay here. On the go and it's way too late to play. I need a girl that I can train. I heard it once, I'm sure I heard it twice. My dad used to give me all of his advice. He would say you've got to turn your back and run now. Come on, son, you haven't got a chance now. Need a girl that I can train. Turn your back and run now. You haven't got a chance now.",​​blink-182,Rock,Enema of the State,1999.0,negative
Take It Easy,"Take It Easy. Take your time, take your time, take your time. No need to worry. Take it easy, take it easy , take it easy. No slippin', no slidin', no bumpin', no. I ride into town. If you fall from the race, it's no disgrace. Just pick yourself from off the ground. Take your time, take it easy, take your time. For the road is rough. And don't you, don't you, ever get stuck. But take your time, take it easy, take your time. No need to worry, yeah, no, no, no, no, no. Take your time, take it easy, take you time. (No matter worry yourself). Take your time, take it easy.",Desmond Dekker,Reggae,King of Kings,,positive
The Older I Get,"The Older I Get. The older I get. The more I think. You only get a minute, better live while you're in it. 'Cause it's gone in a blink. And the older I get. The truer it is. It's the people you love, not the money and stuff. That makes you rich. And if they found a fountain of youth. I wouldn't drink a drop and that's the truth. Funny how it feels I'm just getting to my best years yet. The fewer friends I have. But you don't need a lot when the ones that you got. Have always got your back. The better I am. At knowing when to give. And when to just not give a damn. And I don't mind all the lines. From all the times I've laughed and cried. Souvenirs and little signs of the life I've lived. The longer I pray. I don't know why, I guess that I. Got more to say. The more thankful I feel. For the life I've had, and all the life I'm living still.",Alan Jackson,Country,,2017.0,positive
My Wife,"My Wife. My life's in jeopardy. Murdered in cold blood is what I'm gonna be. I ain't been home since Friday night. And now my wife is coming after me. Give me police protection. Gonna buy a gun so. I can look after number one. Give me a bodyguard. A black belt Judo expert with a machine gun. Gonna buy a tank and an aeroplane. When she catches up with me. Won't be no time to explain. She thinks I've been with another woman. And that's enough to send her half insane. Gonna buy a fast car. Put on my lead boots. And take a long, long drive. I may end up spending all my money. But I'll still be alive. All I did was have a bit too much to drink. And I picked the wrong precinct. Got picked up by the law. And now I ain't got time to think. And I'm oh so tired of running. Gonna lay down on the floor. I gotta rest some time so. I can get to run some more. She's coming!.",The Who,Rock,Who’s Next,1971.0,negative
North Country Boy,"North Country Boy. Hey, country boy. What are you sad about. Everyday you make the sun come out. Even in the pouring rain. I'll come to see you. And I'll save you, I'll save you. What do you care about. And she said ""this and that"". What do I mean to you. I'll show you if you want the truth. I can't remember. I don't know how to tell you. But I love you just the same. How many eyes must a young girl have. I know she makes you cry. I know she makes you laugh. I'll be good to you if I could I'd make you happy. If I had a son I'd be good to my daddy. Who loves you though I bet it's not the same. As your north country boy. Hey country boy. I think we'll work it out. Even in the morning rain. He'll come to see you. Hope your feelings are the same. How many ears must a young girl have. I know she hears you cry. I know she hears you laugh. Itchy and Scratchy come runnin' up the alley. If you'll be good I'll be good to your daddy. Who loves you but I bet it's not the same. I threw it all away. I don't know where I put it. But I miss it all the same.",The Charlatans,Rock,Tellin’ Stories,,negative
Sirens,"Sirens. Hear the sirens, hear the sirens. Hear the sirens, hear the circus so profound. I hear the sirens more and more in this here town. Let me catch my breath to breathe then reach across the bed. Just to know we're safe, I am a grateful man. The slightest bit of light and I can see you clear. Oh, had to take your hand, and feel your breath. For fear this someday will be over. I pull you close, so much to lose. Knowing that nothing lasts forever. I didn't care, before you were here. I danced in laughter, with the ever after. But all things change, let this remain. Hear the sirens covering distance in the night. The sound echoing closer, will they come for me next time? For every choice, mistake I made it's not my plan. To send you in the arms of another man. And if you choose to stay, I'll wait, I'll understand. Oh, it's a fragile thing, this life we lead. If I think too much, I can get over-. Whelmed by the grace, by which we live our lives. With death over our shoulders. Want you to know, that should I go. I always loved you, held you high above too. I studied your face, the fear goes away. It's a fragile thing, this life we lead. The fear goes away, the fear goes away. The fear goes away.",Pearl Jam,Rock,Lightning Bolt,2013.0,negative
Jackson,"Jackson. [ Johnny Cash & June Carter). We got married in a fever, hotter than a pepper sprout. We've been talkin' 'bout Jackson, ever since the fire went out. I'm going to Jackson, I'm gonna mess around. Yeah, I'm goin' to Jackson. Look out Jackson town. Well, go on down to Jackson; go ahead and wreck your health. Go play your hand you big-talkin' man, make a big fool of yourself. Yeah, go to Jackson; go comb your hair!. Honey, I'm gonna snowball Jackson. See if I care. When I breeze into that city, people gonna stoop and bow. Hah!!. All them women gonna make me, teach 'em what they don't know how. I'm goin' to Jackson, you turn-a loose-a my coat. 'Cos I'm goin' to Jackson. ""Goodbye,"" that's all she wrote. But they'll laugh at you in Jackson, and I'll be dancin' on a Pony Keg. They'll lead you 'round town like a scolded hound. With your tail tucked between your legs. Yeah, go to Jackson, you big-talkin' man. And I'll be waitin' in Jackson, behind my Japan Fan. Well now, We got married in a fever, hotter than a pepper Sprout. I'm goin' to Jackson, and that's a fact. Yeah, we're goin' to Jackson, ain't never comin' back. Mmmmmmmmmmmmmm mhmmmmmmm mmmmmmmmmmmm. Well, we got married in a fever, hotter than a pepper sprout'. And we've been talkin' 'bout Jackson, ever since the fire went.",Johnny Cash,Country,Carryin’ On With Johnny Cash And June Carter,1967.0,positive
True Love Waits,True Love Waits. I'll drown my beliefs. To have your babies. I'll dress like your niece. And wash your swollen feet. Just don't leave. Don't leave. I'm not living. I'm just killing time. Your tiny hands. Your crazy kitten smile. And true love waits. In haunted attics. And true love lives. On lollipops and crisps.,Radiohead,Rock,I Might Be Wrong: Live Recordings,2016.0,negative
Shing a Ling,"Shing a Ling. Dumb shinga liiiinngggggggg singa shinga liiiinngg oooohohohohohhooh me and my girl went to a partahhh she grabbed my hands and say jump daddadaadda work, dadadaadada. Shiiinggg (a ling).",Desmond Dekker,Reggae,This Is Desmond Dekker,,positive
Myrrh,"Myrrh. Emerald haunt in overdrive. Nightmare descent into Jericho city. Camel dust heralds our arrival. New Christ beneath the drumkit moon. Oh Lord we are threatened again. In the slipstream pull of the federal men. Plummet in some seamless night. Down here to Earth, it's hopeless then. Apache gunman in the boiling crowd. Who never got to meet you last time. We're interrupted by the telephone. You didn't think they were invented then. Oh, Lord, we need miracles. We need more wine and gold. We need slaves and roads and personal favors. We need microphones and manifolds. How can you be so invisible? Give me the nerves to see. Privilege on privilege. An unwanted discovery. So now, we're cruising down this shuddering highway. With a dead sun shining on my back. And we talk about the way people treat us back there. Their hollow laughter, the pain in their eyes. Oh, my Lord, I trust your intentions. But money strangles our love. Struggling like a fool with my junk and my jewels. You would have thought I'd had enough.",The Church,Rock,Heyday,,negative
Let Sleeping Dogs Die,"Let Sleeping Dogs Die. There's the crime of passion. And the crime of revenge. But the worst crime of all. Is the crime of regret. Speak of the devil. And the devil may speak of you. Why can't we. Let sleepin' dogs die? Deep, it cuts deep. And the affection, it grows. And heaven only knows. What you were to earth. And the giving birth. To the giving rounds of judgement. And by fact of reason. You accuse of treason. Claim betrayal to the Holy Ghost. Of the sacred past. It's fading fast and forever. You took my hands. And turned it over. No devil so dark. As the devil I know. There's no love lost. And no reason why. Talk, of faith you talk. But you were the one. Intent on stun. You took my glory and pride. Sanctity defied. And you never knew what the Gods could bring. By playing the game. Of who's to blame. It gets harder all the time. To put my trust in you. So reverence please, let sleepin' dogs die. Let sleepin' dogs die.",The Mission UK,Rock,God’s Own Medicine,1986.0,negative
Answering Machine,"Answering Machine. Try and breathe some life into a letter. Losing hope, we'll never be together. My courage is at its peak. You know what I mean. How do you say you're okay to an answering machine? How do you say good night to an answering machine? Big town's got its losers. Small town's got its vices. A handful of friends:. One needs a match, one needs some ice. Call-waiting phone in another time zone. How do you say I miss you to an answering machine? How do say good night to an answering machine? (If you'd like to make a call, please hang up and try again. If you need help, hang up and then dial the number...). I get enough of that. Try and free a slave of ignorance. Try and teach a whore about romance. How do you say I'm lonely to an answering machine? The message is very plain. Oh, I hate your answering machine. I hate your answering machine. If you need help, if you need help, if you need help...).",The Replacements,Rock,Let It Be ,1984.0,positive
Just When You’re Thinkin’ Things Over,"Just When You’re Thinkin’ Things Over. Just when you're thinkin' things over. And you need a set of vows. And all your friends seem disappointed. To see the sun going down. And when the sweetness you're saving. Is all the sweetness you doubt. I'm coming home. You look good when your heart is on fire. It's a matter of taste, yeah. You do it right you don't follow the line. Find of the sun. Ooh. I found you soaking in liquid. I found you there in your robe. Ain't no hands big enough to save us. I got the vibe I'm coming home. I see you close up your windows. I see you burn down your throne. Yeah, I'm coming home. Find the sun. Ride out where do you come from. Kick up and go find your love. I ain't knockin' on your door. Oh yeah, you found your set of vows. 'Cause they're not your friends now. And all the books that you've been through. Seem too sad to you now. You do it fine you don't follow the line. Where you coming from baby. I wanna build my Rome and get high. But I can't find my matches. And when you rap me you drive me to say this. Hey love, I can't sing anymore.",The Charlatans,Rock,The Charlatans,1995.0,positive
911,"911. Yo, what up, this Wyclef with Mary J. I serenade the girls with my acoustic guitar. You know what I'm sayin'? Yo, fellas havin' problems with the chicks? I want you right now to turn the lights down low. Pull your girl up next to you. I want you to sing this to her. If death comes for me tonight, girl. I want you to know that I love you. And no matter how tough I wouldn't dare. Only to you I would reveal my tears. So tell the police I ain't home tonight. Messin' around with you is gonna get me life. But when I look into your eyes. You're worth that sacrafice. If this is the kind of love that my mom used to warn me about. Man, I'm in trouble. I'm in real big trouble. If this is the kind of love that the old folks used to warn me about. I need y'all to do me a favor. Someone please call 911 (pick up the phone yo). Tell them I just been shot down. And the bullet's, in my heart. And it's piercin' through my soul (I'm losin' blood yo). Feel my body gettin' cold. The alleged assailant, is five foot one. And she shot me through my soul. So cold, so cold. Sometimes, sometimes I feel like I'm a prisoner. I think I'm trapped here for a while, yeah, yeah (but I'm always right here with you girl). And every breath I fight to take. Is as hard as these four walls I wanna break (yo Mary). I told the cops you wasn't here tonight. Messin' around with me is gonna get you life. Oh yeah, yeah (Mary). But every time I look into your eyes. Then it's worth the sacrifice, ooh. If this is the kind of love that your mom used to warn you about. Man, we are in trouble (I'm in real big trouble). You're in real big trouble (Lord knows I'm in trouble). If this is the kind of love that the old folks used to warn me about (every day, every night). I'm in trouble (I'm in real big trouble). I'm in real big trouble (ooh). You got anything to say, girl? Someone please call 911, yeah yeah (pick up the phone yo). Tell them I just got shot down, tell them I just got shot down. And it's piercin' through my soul (I'm losin blood yo). Feel my body gettin' cold, oh, so cold. Someone please call 911 (can you do that for me). The alleged assailant, was five foot one. And she shot me through my soul (and he shot me through my heart). (He didn't care, he didn't worry, he didn't wonder..). Wyclef and Mary J. Blige. I'm feelin' you girl. I understand. And you're doin', what you're doin', would you do it. And do it and do it and do it for me.",Wyclef Jean,Hip-Hop,The Ecleftic 2 Sides II a Book,2000.0,negative
"Hold On, We’re Going Home","Hold On, We’re Going Home. I got my eyes on you. You're everything that I see. I want your hot love and emotion endlessly. I can't get over you. You left your mark on me. 'Cause you're a good girl and you know it. You act so different around me. I know exactly who you could be. Just hold on, we're going home. It's hard to do these things alone. Just hold on, we're going home (going home). It's hard to do these things alone (things alone). You're the girl, you're the one. Gave you everything I loved. I think there's something, baby.",Drake,Hip-Hop,Nothing Was the Same,2013.0,positive
Get Along,"Get Along. Met a man wearin' a t-shirt, says ""Virginia is for lovers"". Had a Bible in his left hand and a bottle in the other. He said ""All you're really given is the sunshine and your name"". We both started laughin' when the sky started to rain. Get along, on down the road. We've got a long long way to go. Scared to live, scared to die. We ain't perfect but we try. Get along while we can. Always give love the upper hand. Paint a wall, learn to dance. Call your mom, buy a boat. Drink a beer, sing a song. Make a friend, can't we all get along. Saw a model on a billboard, 1-800 get to know me. Wondered was she Photoshopped, or were her eyes really that lonely? Did she leave her hometown thinkin' she'd end up in L.A.? Did she break down in the desert and get stuck beside the highway? Find out when you die the keys to heaven can't be bought. We still don't know what love is but we sure know what it's not. Sometimes you got to.",Kenny Chesney,Country,Songs for the Saints,2018.0,positive
One to Another,One to Another. One to another. Sister and a brother. And changing the way that you feel. Pleased to meet you. Hope I never see you. I'll be at ease watchin' you sleep watchin' you smile. Love I adore you. Always lookin' for you. And I'll be there whenever you need me. Be my Spiderwoman I'll be your Spiderman. I hear our day is comin'. Grows sweeter every year. Tomorrow could be too easy. And today's goin' to be too near. Justice for believers and love can keep the faith. I don't need you I can't buy you I can't hurt you. Peace to my brother. Always giving me his thing for free. Sad to knock you. It's good to rock you. And I'll do it the best that I can. I hear our day is coming. Gets sweeter every year. Tomorrow's gonna be too easy. And today's gonna be too near. Trust is for believers and love can keep the faith. Stand by my accusations. I'll come clean I don't need no vice. I know you want to keep me waitin'. I think its funny that you might. Love is hard to leave. And it's hard to never have. Can you please crawl out of your window. You can play with all my love. Yeah yeah yeah. Box up all our records. And a head full of ideas. And a hand full of escape routes. They're going to burn you.,The Charlatans,Rock,Tellin’ Stories,,negative
I Need a Doctor,"I Need a Doctor. I'm about to lose my mind. You've been gone for so long. I'm runnin' out of time. I need a doctor, call me a doctor. I need a doctor, doctor. To bring me back to life. I told the world, one day I would pay it back. Say it on tape, and lay it, record it, so that one day I could play it back. But I don't even know if I believe it when I'm sayin' that. Doubts startin' to creep in, every day it's just so gray and black. Hope, I just need a ray of that. 'Cause no one sees my vision when I play it for 'em. They just say it's wack but they don't know what dope is. And I don't know if I was awake or asleep when I wrote this. All I know is, you came to me when I was at my lowest. You picked me up, breathed new life in me, I owe my life to you. But for the life of me, I don't see why you don't see like I do. But it just dawned on me you lost a son, demons fightin' you. It's dark, let me turn on the lights and brighten me and enlighten you. I don't think you realize what you mean to me, not the slightest clue. 'Cause me and you were like a crew, I was like your sidekick; you. Gon' either wanna fight when I get off this fuckin' mic, or you. Gon' hug me, but I'm outta options, there's nothin' else I can do. 'Cause. It hurts when I see you struggle; you come to me with ideas. You say they're just pieces, so I'm puzzled, 'cause the shit I hear is. Crazy, but you're either gettin' lazy or you don't believe in you no more. Seems like your own opinions, not one you can form. Can't make a decision, you keep questionin' yourself. Second guessin' and it's almost like you're beggin' for my help. Like I'm your leader, you're supposed to fuckin' be my mentor. I can endure no more, I demand you remember who you are. It was you who believed in me when everyone was tellin' you. Don't sign me, everyone at the fuckin' label, let's tell the truth!. You risked your career for me, I know it as well as you. Nobody wanted to fuck with the white boy. Dre, I'm cryin' in this booth. You saved my life, now maybe it's my turn to save yours. But I can never repay you, what you did for me is way more. But I ain't givin' up faith. And you ain't givin' up on me get up, Dre!. I'm dyin', I need you, come back for fuck's sake! Bring me back to life. It literally feels like a lifetime ago. But I still remember the shit like it was just yesterday though. You walked in, yellow jump suit, whole room, cracked jokes. Once you got inside the booth, told you, mic smoke. Went through friends, some of them I put on, but they just left. They said they was ridin' to the death. But where the fuck are they now, now that I need them? I don't see none of them, all I see is Slim. Fuck all you fair-weather friends! All I need is him. Fuckin' backstabbers!. When the chips were down you just laughed at us. Now you 'bout to feel the fuckin' wrath of Aftermath, faggots!. You gon' see us in our lab jackets. And ask us where the fuck we been? You can kiss my indecisive ass crack, maggots!. And the cracker's ass, little cracker jack beat. Makin' wack math, backwards producers; I'm back, bastards!. One more CD and then I'm packin' up my bags, and as. I'm leavin', I'll guarantee they'll scream:. ""Dre, don't leave us like that, man!"" 'cause. I'm runnin' outta time.",Dr. Dre,Hip-Hop,,2011.0,negative
Just to Hear You Say That You Love Me,"Just to Hear You Say That You Love Me. If I could win your heart. If you'd let me in your heart. I'd be so happy, baby. Just for these arms to be. Holding you close to me. There's nothing in this world I won't try. No limit to what I'd do to make you mine, cause. I'd climb right up to the sky. I'd take down the stars. Just to be in your arms, baby. I'd go and capture the moon. That's what I would do. Just to hear you say that you love me. If i could taste your kiss. There'd be no sweeter gift. Heaven could offer, baby. Oh, baby. I want to be the one. Living to give you love. I'd walk across this world just to be. Close to you cause i want you close to me, yeah. For the rest of your life. (For the rest of your life). Love me for the rest of all time. Oh baby, baby. Just say the word. And I'll give you my world. There's nothing I won't do. Baby, just to be with you. Just to hear you say that you love me, baby. Oh, I need to hear you say that you love me, baby. Just say you love me. Just say you need me.",Faith Hill,Country,Faith,,positive
Rich As Fuck,"Rich As Fuck. Uh, AK on my nightstand, right next to that Bible. But I swear with these fifty shots, I'll shoot it out with 5-0. Pockets gettin' too fat, no Weight Watchers, no lipo. Money talks, bullshit walks on a motherfucking tightrope. And I make that pussy tap out, I knock that pussy out cold. Nigga you get beat the crap out, but that's just how the dice roll. These hoes want that hose pipe, so I give all these hoes pipe. She get on that dick and stay on, all night, like porch lights. Let's do it, fuck talkin', we out here, we ballin'. And I'm spraying at these rusty niggas like WD-40. We fucked up, we Truk'd up; no if, ands, or butt-fucks. Bitch niggas go behind ya back like nunchucks and that's fucked up. But my hoes down, my cups up, my niggas down for whatever. These bitches think they're too fly, well, tell them hoes I pluck feathers. I'm Tunechi, Young Tunechi, I wear Trukfit, fuck Gucci. She's blowing kisses at me with her pussy lips, smooches. And that's 2 Chainz. Look at you, now look at us. All my niggas look rich as fuck. All my niggas live rich as fuck. All my niggas look rich as fuck!. Never talk to the cops, I don't speak Pig Latin. I turnt a penny to a motherfuckin Janet Jackson. Tell the bitches that be hatin' I ain't got no worries. I just want to hit and run like I ain't got insurance. Ho, what's your name? What's your sign? Zodiac Killer. All rats gotta die, even Master Splinter, yeah, murder, 187. I be killing them bitches, I hope all dogs go to heaven. And I got Xanax, Percocet, Promethazine with Codeine. Call me Mr. Sandman, I'm sellin' all these hoes dreams. Got a white girl with big titties, flat-ass TV screen. I keep a bad bitch, call me the B.B. King. And you know I got that mouth out her. Then put that bitch out like a house fire. I'm killing these hoes like Michael Myers. I eat that cat just like a lion. And I can't trust none of these niggas. Can't trust none of these hoes. And I see your girl when I want, I got that ho TiVo'd. Got a red-ass bitch with a red-ass pussy. Nigga try me, that's a dead-ass pussy. Since y'all motherfuckers so blind to the fact. To tell you the truth, I don't care who's lookin'. All I know is I love my bitch and pussy feel just like heaven on earth. Six feet deep, dick shovelin' the dirt, R.I.P. Rest In Pussy. Light that shit, then pass that shit, we gon get so smoked out. And then I went got locked up, every night I dreamt I broke out. One time for them pussy niggas, that's that shit I don't like. We eatin' over here nigga, fuck around and have a food fight. And your nigga a ho.",Lil Wayne,Hip-Hop,I Am Not a Human Being II,2013.0,positive
