artist,genre,title,album,year,lyrics,Amazement,Calmness,Joyful activation,Nostalgia,Power,Sadness,Solemnity,Tenderness,Tension
Shaggy,Reggae,In the Summertime,Boombastic,1995.0,"In the Summertime. It's a summertime affair. Shaggy ha. Ravyon. Sun and fun in the. Atmosphere, oh yes. In the summertime when. The weather is high. You can stretch right up. And touch the sky. When the weather is fine. You've got women. On your mind. I'm gonna drive and ride and. See now what I can find. Now if her daddy's rich. Take her out for a meal. And if her daddy's poor. Then do as you feel. Speedin down the lane even. Though the speed limit's twenty five. And when the sun goes down. I'll make it with my cutie pie. Weh me say. Pretty little women. Sexy as can be. Sweet as a honey. Sting like bumble bee. Shaggy say. Sweet as honey. In a the atmosphere. I man love off her attire. And the clothes she wear. Some burn off them with tyre. And a draw down a gear. Some a shine up wax up. Not a sign of snare. Got to be rolling in my. Christas so the girl them stare. This is Shaggy and Rayvon. As your ultimate pair. Taking care of our career. So tell the world beware. Cause it's a brand new. Selection for your musical ear. We say what we want and. We say what we need. And we love everybody. But we do as we please. And when the weather is fine. We go fishin' we. Go fishin' in the sea. We are happy to live life. That's our philosophy. Just do as you feel. Sweat a run off her body. With her caramel skin. I man smiled at her she. Looked at me and gave me a grin. I offered her a drink she said. Juice and Gin. And I whispered in her ear. I asked how you doin. Where was it that I reside. And I told her Brooklyn. Atmosphere filled with romance. Her eyes sparkling. Just her voice and what. She said let my poor head spin. Raggamuffin Shaggy. With a musical swing. I say. Pretty little woman. In the summertime. When the weather is high. I'm gonna drive and ride. And see now what I can find. I said pretty little women. In the atmosphere. Sweet summertime.",0,0,1,0,1,0,0,1,0
​​blink-182,Rock,Dumpweed,Enema of the State,1999.0,"Dumpweed. It's understood, I said it many ways. Too scared to run, I'm too scared to stay. I said I'd leave, but I could never leave her. And if I did, you know I'd never cheat her. But this I ask, it's what I want to know. How would you feel if I should choose to go? Another guy, you think it'd be unlikely. Another guy, you think he'd wanna fight me. She's a dove, she's a fuckin' nightmare. Unpredictable, it's my mistake to stay here. On the go and it's way too late to play. I need a girl that I can train. I heard it once, I'm sure I heard it twice. My dad used to give me all of his advice. He would say you've got to turn your back and run now. Come on, son, you haven't got a chance now. Need a girl that I can train. Turn your back and run now. You haven't got a chance now.",0,0,0,0,0,1,0,1,1
Bauhaus,Rock,The Passion of Lovers,Mask,1981.0,"The Passion of Lovers. She had nut painted arms. That were hers to keep. And in her fear. She sought cracked pleasures. The passion of lovers is for death said she. Licked her lips. And turned to feather. And as I watched from underneath. I came aware of all that she keep. The little foxes so safe and sound. They were not dead. They'd gone to ground. The passion of lovers is for death, said she. The passion of lovers is for death. She breaks her heart. Just a little too much. And her jokes attract the lucky bad type. As she dips and wails. And slips her banshee smile. She gets the better of the bigger to the letter.",0,0,0,0,0,1,0,1,1
Steel Pulse,Reggae,Blues Dance Raid,True Democracy,,"Blues Dance Raid. Music a bubble, not looking for trouble. Some shekels fe I shenks. Just a burn up de lamb's bread. Session rocking, yeah. So dem come so dem drop. From time to time dem a watch I. Dem a spy wid dem bad eye. Tipped off by informers. Dem a watch who come out and come in. Yeah (come a raid I blues dance). Yes they knew when the time would be right. Run come gate crash I party. (Come a raid I blues dance). Raid blues dance, raid I blues. Kick off the door, woe I name dem call. I back against de wall a rub a daughter. Dem a run come kill I vibe, interfere wid I. The pigs come to destroy Rasta cry blood. Dreadlocks cry blood. Raid blues dance. Out of darkness out of night. People screaming, batons wheeling. A lot of bleeding, bruised feelings. Search warrant for their outivation. Walkie talkies reinforcements. From dem pocket dem draw handcuff. Dis ya session it rough. Every step of the way got to retaliate yeh. Fight dem back, mash dem down. Vex to death, dem a threat. Mek arrest kiss me neck. A run come a run come who. Run come kill I vibe interfere with I. Pigs come to destroy, Rasta cry blood. Come a come a come a come a raid. Come a kick up I speaker. Come a mash up I tweeter. Come a grab up I ishenks. Come a lick out I window. Come a move out I soft drink. Come a rough up the people. Come a turn off me system. Have fe give you some bitch lick. Come a smash up I turntable. Come a scratch up I music. Come a drive up you meat van. Come a come a come a raid.",0,0,0,0,1,1,0,0,1
Soundgarden,Rock,Like Suicide,Superunknown ,1994.0,"Like Suicide. Heard it from another room. Eyes were waking up just to fall asleep. Love's like suicide. Dazed out in a garden bed. With a broken neck lays my broken gift. Just like suicide. And my last ditch. Was my last brick. Lent to finish her. Finish her. She lived like a murder. How she'd fly so sweetly. But she dies. Bit down on the bullet now. I had a taste so sour. I had to think of something sweet. Safe outside my gilded cage. With an ounce of pain. I wield a ton of rage. With eyes of blood. And bitter blue. How I feel for you. I feel for you. But she died. Hey yeah. Ohh. Yeah, lent to finish her. I feel it. Oh, I feel for you. Hey.",0,0,0,1,0,1,0,0,1
The Charlatans,Rock,Spinning Out,Different Days,2017.0,"Spinning Out. Childhood. Times were loving. With you towering over us. Spinning out. Just like our dads. There are doubts. But I am hoping that they won't last. All those smiling faces. Familiar, every one. Tell me where they go. Wind blows your hair. Rain wets your face. Keep coming back to this place. Tastebuds change. It's true. Some things get better with age. Dancing on a stage. Baby needs new shoes. Count the ways. I tried to get back there to you. Familiar everyone. Trying to get back there again. With you. (sha-na-na-na-na-na-na). (Baby's got new shoes).",1,0,1,1,0,1,0,1,0
Wu-Tang Clan,Hip-Hop,It’s Yourz,Wu-Tang Forever,1997.0,"It’s Yourz. Machine-gun rap for all my niggas in the back. Stadium packed, linebacker nigga flash stacks. See through yellow lines, rock a fly jersey in the summertime, God. Magic marker rap, bleed betadine. Relaxed, wrote this, coming at you crab-ass culprits. Snatch ya ice off, chilling in the back, throw the lights off. Waves, water blend, rhyme flow in slow motion. Thick snare, I'm feeling like a snail in the ocean. What's your wish? Wanna Kringle like Kris? Melodic single, darts snap a nigga just like fish. You fucked up some rich niggas you done tested, yo. Select the wrong apartment and niggas pulled up your dress. Style, molest that, Canal chain, nigga, where ya vest at? Flex'll make me wanna bless that, yo. Saddam Hussain niggas, light the torch, we flaming niggas. Autograph that, flatten all the main-niggas. (""It's yours!"") The world in the palm of your hand. 23 million of useful land. The seed and the black woman. Double LP from Wu-Tang Clan. Yo. (""It's yours!""). Super freak physique, like Raphael Saadiq. Baby love the ganja leaf everyday of the week. Super friends wake up, deluxe gourmet beats. The night is right, I might find me a suite. It's a quarter full moon, I arrive, women swoon. Well groomed, dance hall packed, full room. Lady move, peep my glide, peep my zoom. Keep in stride, smoke the la, smoke the boom. Feel the fumes, consume toxic tunes. Hellbound, species forty ounce typhoon. The ultraviolet scream machine move your body touch. The totem pole wobble, Ark builders, God's thrust. Beams of light, stop your breathing, it's hunting season. Honey eye-balling down for no reason. Grab her close, play post, wind and wax floors. Never mind the laws 'cause tonight ""It's yours!"". Stop the fader of the RAM, blast more watts through my pre-amp. Them can't stress the beat vamp the shit'll get blamp. At full throttle, hot lead propels throughout my nozzle. Crack your skull like bottles, leave you stripped as models. You fag, you couldn't pull one drag off my blunt. You couldn't punch your way out of a wet paper bag. With scissors in your hands, bitch the RZA. I stand close to walls like Number 4 The Lizard. And channel through solar panels, blast off like Roman Candles. Rap vandals, stomp your ass like Wahoo McDaniel. You cocker spaniel dogs can't fuck with our catalog. Put your lights out and leave your brain inside a fog. It's only natural, actual facts are thrown at you. The impact will blow trees back and crack statues. Million dollar rap crews fold, check the sick shit, explicit. I crystallize the rhyme so you can sniff it. We live this, fitted hats low conceal the crooked eye. No surprise, verbal stick up, put 'em high. Rebel I outlaw, split second on the draw. Blow the door off this shit like bricks of C-4. Check out my beaver, baby blue Glock in the safe. Seen Dorothy in the garden getting ski row eight. We hold a belt Son, that's my word. Spot a rapper run him down, throw him out in the third, yo check it. I think like the man behind a register. Evergreen smoking estates, Divine and Power made me treasurer. With third down, six to go flash his strobe lights. I'm open, RZA hit me off lovely and I love him. With root beer thoughts, here's a tennis court for your birthday. The babyface of Rap politic with Sade. Avenging eagle crooks, rock the ""W"" and ""Spiegel"" books. Anheuser-Busch kings came through and stopped your whole juks. Spitfire Kangols, watch Tony train a gang of hoes. Painful like hearing the news like when your man go. Ends blow, windy at times watch the room. Sexy girl love the shit out the song, now watch her water break. It's yours!.",0,0,1,0,1,0,1,0,0
The Sisters of Mercy,Rock,This Corrosion,Floodland,1987.0,"This Corrosion. Hey hey hey ye-hey now no-now now. Gimme the ring, kissed and told. Gimme something that I missed (Gimme the ring). A hand to hold, wild and what it seems (Gimme the ring). Kill the king with love is the law. And then we'll turn round... (Gimme the ring). Gimme dream child. And do you hear me call? (Gimme the ring). On the loan and on the level...Still on the floor (Gimme the ring). Sing dream child. And do you hear at all? (Sing). Hey now, hey now now, sing This Corrosion to me. Hey now, hey now now. Ooooooh oooooh oooooooh. Hey now. Hey hey. Ooooooh oooooh oooooooh (hey hey). Hey now, hey now now now. Gimme siren, child and do you hear me? Gimme siren, child, and do you hear me call? Sing, child, of right and wrong. Gimme things that don't last long. On days like this. In times like these. I feel an animal deep inside. Heel to haunch on bended knees. Living on if and if I tried. Somebody send me... please. Dream wars and a ticket to seem. Giving out and in. Selling the don't belong. Well, what do you say. D'you have a word for Giving Away? Got a song for me? Hey now, hey now now, sing. I got nothing to say I ain't said before. I bled all I can, I won't bleed no more. I don't need no one to understand. Why the blood run hold. The hired hand. On heart. Hand of God. Floodland and Driven Apart. Run cold (Hey now, hey now now). Turn. Cold. Burn. Like a healing hand. (Like a healing hand).",0,0,0,0,1,0,0,0,1
Willie Nelson,Country,Last Man Standing,Last Man Standing,2018.0,Last Man Standing. I don't wanna be the last man standin'. Or wait a minute maybe I do. If you don't mind I'll start a new line. And decide after thinkin' it through. Go on in front if you're in such a hurry. Like heaven ain't waitin' for you. On second thought maybe I do. It's gettin' hard to watch my pals check out. Cuts like a wore out knife. One thing I learned about runnin' the road. Is forever don't apply to life. Waylon and Ray and Merle and old Norro. Lived just as fast as me. I still got a lotta good friends left. And I wonder who the next will be. Maybe we'll all meet again. On the other side. We'll pick and sing. Load up the buses and ride. 'Cause hell is a-waitin' there too. Yeah maybe I do.,0,1,0,1,0,1,0,0,1
Black Uhuru,Reggae,Leaving to Zion,Showcase,,"Leaving to Zion. If tomorrow. I was leavin' to zion. Then i wouldn't stay a minute more. Cause dis ways of life jah jah children livin'. Let anyone hurt them souls. So the pagan not. Who divide the jah jah children. Soon or later you will see divided they'll fall. Cause. Some a rob, some a loot some a shoot. Tell you them a rock. Some a loot some a shoot. I&I the happy warrior slave. Returnin' with good news today. From my jamaican people. To my African nation. Woh oh oh yeh heh. If tomorrow i was leavin to zion. Dis ways of life i am livin'. If tomorrow, i was leavin' to zion. Cause dis ways of life jah jah children facin'. Why left struggle I&I been through. Is with the counter fi blackman. Who betray his homeland. Through the metal call money. And it is very funny. I philosophy did inspired I&I. To track mount Zion way. Cause dis ways of life i am livin'. Oh yea ay ay ... My culture is growing stronger. And I hope I never surrender. You take the lion From the flag of Afrika. Because you want to pray to the Dragon. Oh no no no.",0,1,0,0,1,1,1,0,1
Garnett Silk,Reggae,Nothing Can Divide Us,100% Silk,,"Nothing Can Divide Us. You know, baby. I love you very, very much. And I just want you to know that. There's nothing can divide us. No, no, hey. Nothing can divide us. Nothing separate us. No one can stop me from loving you, oh, no. No one can stop me from loving you. No one can stop me from loving you (No way). 'Cause I was born to love you. You were born to love me too. And I can't deny it. Baby, I love you more each minute. When you're not around, I'm so empty. All I need is you beside me. There ain't no substitute for your company. When my night is dark and I see clearly. No one can stop me from loving you, hey. Wanna touch me. Strong, strong affection. Oh, what a connection. Words not enough to express this love infatuation. Where true love flying high above. I never knew that I could love like this. Not even a moment with you. I can't afford to miss, oh, you bring me joy. Thank you, woman, for your love and kindness. No one can stop me from loving you (No, baby). You know I love you more and more each day. And wherever you are I swear, I won't stray. See, you make me feel so good, baby. You will forever mine (Forever). Yes, I'm your always. Through the nights and through the days.",0,0,0,0,1,0,0,1,0
De La Soul,Hip-Hop,A Roller Skating Jam Named “Saturdays”,De La Soul is Dead,1991.0,"A Roller Skating Jam Named “Saturdays”. (And rollerskates). Girl meets boy on Thursday night. Boy was high, girl fly like kite. They hold hands until next day. Boy then lets go, hit his way. Boy rules butt, brags to his boys. Erection brings bad boy joys. Boy thinks of that big fat back. Big black fat love, big black fat. Girl calls boy to stand him up on Saturday. Saturday. Saturday, it's a Saturday. It's a Saturday, it's a Saturday. Back once more with the wallop in the score. Must I ride and rip, should I make you rock your hip. Reviver of a roller-boogie in a rink. And sure to make you think about the times. To scope fun instead of fights. (But diving from a piece of metal sure to take your life). Yo, slip your butt to the fix of this mix. Toss that briefcase, it's time to let loose. Cause you've worked like heck to get the weekend check. So unfasten that noose around your neck. Connected like a vibe from the wheel to the foot. Come on everybody dig the funky output. Five days you work. One whole day to play. Come on everybody, wear your rollerskates today. It's Saturday, Saturday. Saturday, it's Saturday. Saturday, it's Saturday-ay. (Is the word, is the word, is the word). Now as you pump your fist I reminisce. To a bounce, rock, skate, roll fest to impress. Hey, pretty diamond, do you like the way I'm dressed. Cool, keep the faith and be my mate. Cause all we need is feet. But promote the hustle cause it keeps me thin. No need to talk, look who just walked in. (Is there a Dred on skates?). Yes, man. (So kick the wham on this jam). Oh Mr. Sprinkler, Mr. Sprinkler. Wet me for one, Mr. Sprinkler. I'm heatin' high-five in a daze, no split. With a yawn I trip to the dawn. Out comes the bodies following the one idea. It's clear, rattle to the roll. Hold back up the track, grab your rollerskates y'all. And let's zip on by. Zip-a-de-doo-dah, let's zip on by. Feed on a weed and we're feeling high. Sun is on thick and the cheese is rollin' quick. Come on, there's no time to hide. Season is twist, spinning and winning. No hackeysack, let let me in. Spill on the bottom away, but it's okay, huh. It's a Saturday. Pos: Now let's all get baked like Anita. Q-Tip: Watch Mr. Lawnge, don't look at the peter. Dove: Feel on the fun, I'll feel on the. Vinia: Hey, watch that!. De La Soul: It's a Saturday. Now is the time. To act the fool tonight. Forget about your worries and you will be all right. Saturday, it's Saturday-ay-ay-ay-ay-ay. (Aaoww). (Saturday) x8.",0,0,1,0,0,0,0,1,0
Johnny Cash,Country,Hurt,American IV: The Man Comes Around,2002.0,Hurt. I hurt myself today. To see if I still feel. I focus on the pain. The only thing that's real. The needle tears a hole. The old familiar sting. Try to kill it all away. But I remember everything. What have I become. My sweetest friend? Everyone I know. Goes away in the end. And you could have it all. My empire of dirt. I will let you down. I will make you hurt. I wear this crown of thorns. Upon my liar's chair. Full of broken thoughts. I cannot repair. Beneath the stains of time. The feelings disappear. You are someone else. I am still right here. If I could start again. A million miles away. I would keep myself. I would find a way.,0,0,0,0,0,1,0,0,0
Carrie Underwood,Country,The Champion,Cry Pretty,2018.0,"The Champion. I'll be the last one standing. Two hands in the air, I'm a champion. You'll be looking up at me when it's over. I live for the battle, I'm a soldier, yeah. I'm a fighter like Rocky. Put you flat on your back like Ali. Yeah, I'm the greatest, I'm stronger. Paid my dues, can't lose, I'ma own ya, ay. I've been working my whole life. And now, it's do or die. I am invincible, unbreakable. Unstoppable, unshakeable. They knock me down, I get up again. I am the champion, you're gon' know my name. You can't hurt me now, I can't feel the pain. I was made for this, yeah, I was born to win. I am the champion. When they write my story. They're gonna say that I did it for the glory. But don't think that I did it for the fame, yeah. I did it for the love of the game, yeah. And this is my chance, I'm taking. All them old records, I'm breaking. All you people watching on the TV. You go ahead and put your bets on me, ay. I've been waiting my whole life. To see my name in lights. I am the champion, oh. Born champion, Luda!. The C is for the courage I possess through the trauma. H is for the hurt, but it's all for the honor. A is for my attitude, working through the patience. Money comes and goes, so the M is for motivation. Gotta stay consistent, the P is to persevere. The I is for integrity, innovative career. The O is optimistic, open and never shut. And the N is necessary 'cause I'm never givin' up. See, they ask me how I did it, I just did it from the heart. Crushin' the competition, been doing it from the start. They say that every champion is all about his principles. Carrie!. I'm the champion, yeah, surpassed all rivals. It's all about who wants it the most. I am the champion, ohh. Fight for what we believe in. That's what champions are made of. I am the champion (Yeah, champion).",1,1,1,0,1,0,1,0,0
The Beatles,Rock,Don’t Let Me Down,Hey Jude,1969.0,"Don’t Let Me Down. Don't let me down, don't let me down. Nobody ever loved me like she does. Oh, she does. Yeah, she does. And if somebody loved me like she do me. Oh, she do me. Yes, she does. I'm in love for the first time. Don't you know it's gonna last. It's a love that lasts forever. It's a love that has no past (Seeking past). And from the first time that she really done me. Oh, she done me. She done me good. I guess nobody ever really done me. Don't let me down. Don't let me down, don't let me let down. Can you dig it?",0,0,1,0,0,0,1,1,0
Wyclef Jean,Hip-Hop,If I Was President,,,"If I Was President. Yea, election time is coming. Who you gonna vote for? Yea. If I was president, I'd get elected on Friday. Assassinated on Saturday. Buried on Sunday. They go back to work on Monday. If I was president (If I was president). If I was president (If I was president) yea. Instead of spending, billions on the war. I can use that money, so I can feed the poor. Cuz I know some so poor, when it rains that's when they shower. Screaming fight the power. That's when the vulture devour. I know some soldiers, that sleep but they can't dream. Wake up with screams, sounds of M16's. So take this Medal of Honor, for you bravery. I wish you the best care, for you and your family. But the radio won't play this, they call it rebel music. How can you refuse it? Children of Moses. Tell the children the truth, the truth. It's not all that bling that's diamonds. Tell them the truth, the truth. Most of y'all wear cubic zirconium. Tell them the truth, the truth, YEAH!. Your soul is worth more than diamonds. If I was president. All blacks would have reparation no segregation. Feed the nation so there's no famine. Muslims, Jews, Christians, would all hold hands. Every week on the beach, party by the sand. Word up, take trips on Air Force One. Only to bring the homeless with no sneaks the Air Force Ones. Better schools in the hoods, better teachers in the classes. Making money paying no taxes. Find the best scientists, tell them come up with the answer. I want the cure for AIDS and cancer. But I gotta watch my back. The sniper's on the hill, with the still. Waiting to JF kill. I feel the rain coming. Let me play my guitar for them right now, let's go. Refugees. YEAH!.",0,0,0,0,1,1,1,1,1
Rita Marley,Reggae,Woman & A Man,Sunshine After Rain,2003.0,"Woman & A Man. She is the moon, he is the sun. Together they become as one. She is the warmth, he is the wind. So sweetly and completely true love begins. He plants the seed, she bears the fruit. The tree of life they share is good. She is a bird, he is the sky. He loves the space and she loves to fly. So it takes a woman and a man, ooh yes. To show the beauty of God's plan. So it takes a woman and a man, ooh yea. She is the mirror of her man. Forever beside him she will stand. He is all she needs. He gives life to her dreams. Ooh, ooh, ooh.. yeah!. He loves the space she loves to fly. To show the beauty of God's plan (All it takes). Takes a woman and a man, ooh yea.",1,0,0,0,0,0,1,1,0
​​blink-182,Rock,Cynical,California,2016.0,"Cynical. There's a cynical feeling saying I should give up. You said everything you'll ever say. There's a moment of panic when I hear the phone ring. Anxiety's calling in my head. Is it back again? Are you back again? Don't wake me up before you leave. Is there the slightest trace of what you once believed? Woah, ohh. I feel your hand unlock the door. Leaving fingerprints of water in the oil. What's the point of saying sorry now? Lost my voice while fighting my way out. While fighting my way out. Not sorry, not sorry, not sorry, I'm not sorry. Not sorry, not sorry, not sorry, I'm not sorry now.",0,0,0,0,0,1,1,0,0
The Rolling Stones,Rock,Honky Tonk Women,"Through the Past, Darkly (Big Hits Vol. 2)",1969.0,"Honky Tonk Women. I met a gin-soaked barroom queen in Memphis. She tried to take me upstairs for a ride. She had to heave me right across her shoulder. Cause I just can't seem to drink it off my mind. It's the honky tonk women. Gimme, gimme, gimme the honky tonk blues. I laid a divorcee in New York City. I had to put up some kind of a fight. The lady then she covered me with roses. She blew my nose and then she blew my mind. Strollin' on the boulevards of Paris. Naked as the day that I will die. The sailors, they're so charming there in Paris. But I just don't seem to sail you off my mind.",0,0,0,1,1,1,0,1,0
Tim McGraw,Country,My Little Girl,Reflected: Greatest Hits Vol 2,2006.0,"My Little Girl. Gotta hold on easy as I let you go. Gonna tell you how much I love you, though you think you already know. I remember I thought you looked like an angel wrapped in pink so soft and warm. You've had me wrapped around your finger since the day you were born. You're beautiful baby from the outside in. Chase your dreams but always know the road that'll lead you home again. Go on, take on this whole world. But to me you know you'll always be, my little girl. When you were in trouble that crooked little smile could melt my heart of stone. Now look at you, I've turned around and you've almost grown. Sometimes you're asleep I whisper ""I Love You!"" in the moonlight at your door. As I walk away, I hear you say, ""Daddy Love You More!"". Someday, some boy will come and ask me for your hand. But I won't say ""yes"" to him unless I know, he's the half. That makes you whole, he has a poet's soul, and the heart of a man's man. I know he'll say that he's in love. But between you and me, he won't be good enough!.",0,0,1,1,0,1,0,1,0
Willie Nelson,Country,Something You Get Through,Last Man Standing,2018.0,"Something You Get Through. When you lose the one you love. You think your world has ended. You think your world will be a waste of life. Without them in it. You feel there's no way to go on. Life is just a sad, sad song. But love is bigger than us all. The end is not the end at all. It's not somethin' you get over. But it's somethin' you get through. It's not ours to be taken. It's just a thing we get to do. Life goes on and on. And when it's gone. It lives in someone new.",0,1,0,1,0,1,0,1,0
R.E.M.,Rock,Stand,Green,,"Stand. Stand in the place where you live. Now face north. Think about direction. Wonder why you haven't before. Now stand in the place where you were. Now face west. Think about the place where you live. If you are confused, check with the sun. Carry a compass to help you along. Your feet are going to be on the ground. Your head is there to move you around. If wishes were trees, the trees would be falling. Listen to reason, the season is calling. Listen to reason, reason is calling. So stand (Stand!). Now stand (Stand!). Wonder why you haven't. Stand in the place where you are. (Stand in the place where you are). Your head is there to move you around, so stand.",1,1,1,1,0,0,1,0,0
George Strait,Country,I Saw God Today,Troubadour,2008.0,"I Saw God Today. Just walked down the street to the coffee shop. Had to take a break. I've been by her side for eighteen hours straight. Saw a flower growing in the middle of the sidewalk. Pushing up through the concrete. Like it was planted right there for me to see. The flashing lights. The honking horns. All seem to fade away. But in the shadow of the hospital. At 508. I saw God today. I've been to church. I've read the book. I know He's there. But I don't look. Near as often as I should. His fingerprints are everywhere. I just look down and stop and stare. Open my eyes and then I swear. I Saw God Today. Saw a couple walking by. They were holding hands. And she had that glow. Yeah, I couldn't help. But I noticed that she was starting to show. Stood there for a minute. Taking in the sky. Lost in that sunset. A splashing down from mounting in shades of red. Got my face pushed up against the nursery glass. She's sleeping like a rock. My name on her wrist. Wearing tiny pink socks. She's got my nose. She's got her Mama's eyes. My brand new baby girl. She's a miracle.",1,0,1,0,0,0,0,1,0
Martina McBride,Country,(I Never Promised You A) Rose Garden,Timeless,2005.0,"(I Never Promised You A) Rose Garden. I beg your pardon I never promised you a rose garden. Along with the sunshine there's got to be a little rain sometime. When you take you got to give so live and let live and let go oh oh oh oh. I could promise you things like big diamond rings. But you don't find roses growing on stalks of clover. So you better think it over. Well, if sweet talking you could make it come true. I would give you the world right now on a silver platter. But what would it matter. So smile for a while and let's be jolly love shouldn't be so melancholy. Come along and share the good times while we can. I could sing you a tune and promise you the moon. But if that's what it takes to hold you I'd just as soon let you go. But there's one thing I want you to know. You'd better look before you leap still waters run deep. And there won't always be someone there to pull you out. And you know what I'm talking about.",1,0,0,0,0,0,1,1,1
Nirvana,Rock,Lithium,Nevermind,1992.0,"Lithium. I'm so happy 'cause today I found my friends. They're in my head. I'm so ugly, that's okay, 'cause so are you. We broke our mirrors. Sunday mornin' is everyday for all I care. And I'm not scared. Light my candles in a daze 'cause I've found God. Yeah, yeah. Yeah. I'm so lonely, that's okay, I shaved my head. And I'm not sad. And just maybe I'm to blame for all I've heard. But I'm not sure. I'm so excited, I can't wait to meet you there. And I don't care. I'm so horny, that's okay, my will is good. Yeah!. I like it, I'm not gonna crack. I miss you, I'm not gonna crack. I love you, I'm not gonna crack. I killed you, I'm not gonna crack.",0,0,0,1,0,1,0,1,1
Black Uhuru,Reggae,Abortion,Showcase,,"Abortion. First degree murder!. Abortion, abortion. You got to have caution. I remember that night we were together. Sharing Jah love with one another. Those nights I can't forget. Lord knows I did sweat. Due a minor strain of contraceptive. Blood vessel bursts in their brain. Oh what a shame! Oh what a strain!. To see my black sisters going down the drain. A woman was made from the rib of a man. To multiply and not to divide. So leave your pills and thrills. And your world of sodomy. Show unto yourself woman no sympathy. I say throw away the boots. And I want my little youth. Throw away the pills. And I need my little girl. Woman! Don't you got feelings? You got feelings!. You're bright like a star!.",0,0,0,0,0,1,0,1,1
JAY-Z,Hip-Hop,Holy Grail,Magna Carta... Holy Grail,2013.0,"Holy Grail. You'd take the clothes off my back and I'd let you. You'd steal the food right out my mouth. And I'd watch you eat it. I still don't know why, why our love is so much, ohh. (Thanks for warnin' me, thanks for warnin' me). You curse my name in spite to put me to shame. Hang my laundry in the streets, dirty or clean. Give it up for fame. But I still don't know why, why I love it so much. And, baby, it's amazin' I'm in this maze with you. I just can't crack your code. One day you screamin' you love me loud. The next day you're so cold. One day you're here, one day you're there, one day you care. You're so unfair. Sippin' from your cup 'til it runneth over. Holy Grail. Uh, uh, uh. Blue told me remind you niggas, uh. Fuck that shit y'all talking 'bout, I'm the nigga, uh. Caught up in all these lights and cameras, uh. But look what that shit did to Hammer, uh. Goddamn it, I like it. Bright lights is enticin', but look what it did to Tyson. All that money in one night, thirty mil' for one fight. But soon as all the money blows, all the pigeons take flight. Fuck the fame, keep cheatin' on me. What I do? I took her back. Fool me twice; that's my bad, I can't even blame her for that. Enough to make me wanna murder. Momma, please just get my bail. I know nobody to blame; Kurt Cobain, I did it to myself, uh. And we all just entertainers. And we're stupid and contagious. Now I got tattoos on my body. Psycho bitches in my lobby. I got haters in the paper, photo shoots with paparazzi. Can't even take my daughter for a walk. See 'em by the corner store. I feel like I'm cornered off. Enough is enough, I'm callin' this off. Who the fuck I'm kiddin' though? I'm gettin' high, sittin' low. Slidin' by in that big body, curtains all in my window. This fame hurt, but this chain worse. I think back you asked the same person. If this is all you had to deal with. Nigga, deal with, this shit ain't work. This light work, camera snappin', my eyes hurt. Niggas dying back where I was birthed. Fuck your iris and the IRS. Get the hell up off your high horse. You got the shit that niggas die for, dry yours. Why you mad? Take the good with the bad. Or throw the baby out with that bath water. You still alive, still that nigga. Nigga, you survived, you still gettin' bigger. Nigga, living the life, vanilla wafers in a villa. Illest nigga alive; Michael Jackson's Thriller. You get the air out my lungs whenever you need it. And you take the blade right out my heart. Just so you can watch me bleed. And I still don't know why, why I love you so much, yeah. And you play this game in spite to drive me insane. I got it tattooed on my sleeve. Forever in ink with guess whose name. But I still don't know why, why our love is so much, yeah.",0,0,0,1,1,0,0,1,1
Wyclef Jean,Hip-Hop,Two Wrongs,Masquerade,2002.0,"Two Wrongs. I'm just sittin' here playin' the guitar. City High, Claudette and 'Clef (oooh oooh oh). Ehh, excuse me. If you see me screamin'. Deep in my mind. I'm only dreamin'. Cuz if I wake girl. And your not by my side. I feel like half of me. Is no longer alive. So please shorty. Before you walk out that door, booby. Would you listen to my song? If only, I give you one last chance (one last chance). Wit the devil you can no longer dance. You've got to be faithful. So we could be fruitful. Build a family. And follow God's destiny. So just before I run to the block, papi. I might listen to your song. OOH, before you walk out that door listen. They say two wrongs don't make a right. Don't make it right. So if I'm wrong, I ain't tryna fight. I'm tryna have some dinner wit some candlelight. Yeah, yea. Lay up in tha bed and make love all night. So papi I won't leave, maybe I'll just stay. But promise me that you'll do the same. Girl I'mma love you, like I never loved you. Touch me, like you never touched me. Yo, if you give me the chance girl, I'm gone show you. +(Wyclef). Now baby, understand (I understand). That I forgive you. But I ain't gone forget. That you brought me pain. Baby, baby, baby, baby. But I have grown. From a thug into a man. Built my castle with bricks. And no longer with sand. Oh girl. Then just before I run to the block baby. BOO, before you walk out that door listen. They say two wrongs don't make it right. I don't wanna fight. I'm so used to rain. That I can't see the sunshine no more. I'm so used to the pain that the. The sickness feels like the cure. But only if you gave me the keys to your soul. And let me in, I'm gonna love you over. Over. And over. Again. Yea, yea, yea, yea, yea, yea, yea, yea, Ohh. That Don't make it right, no!. I don't wanna fight, no, whoa, oh. Yeah, yea, make love to me!. Show me, yeaa (show). I ain't gon stay on tha block no more girl. I'mma come home early girl, I promise. Yea yea yea yea yea yea yea yea.",0,1,1,0,0,0,0,1,0
